TELEPORT_PANEL_TITLE	Teletransportador
HELP_MINIMAP	Muestra el minimapa.
HELP_MINIMAP_QUEST	Las misiones se muestran mediante un centelleo en el minimapa y en el mapa grande.
HELP_MOUSE_LEFT	Función del botón izquierdo del ratón
HELP_MOUSE_RIGHT	Función del botón derecho del ratón,
HELP_MOVE_KEY	Panel: W, A, S, D o flechas de dirección
HELP_OFF_QUESTSCROLL	<CTRL> + Q te permite mostrar u ocultar los pergaminos de misiones.
HELP_OPEN_CHARACTER	Abrir ventana de personaje: C
HELP_OPEN_CHAT	Abrir ventana de chat: Enter
HELP_OPEN_INVENTORY	Abrir ventana de inventario: I
HELP_OPEN_LOG	Abrir Log de Chat: L
HELP_OPEN_MINIMAP	Abrir mini mapa: Shift + M
HELP_OPEN_QUEST	Abrir Ventana de Tareas: N
HELP_OPEN_SKILL	Abrir Ventana de Habilidades: V
HELP_OPEN_WHISPER	Abrir Ventana de Susurros: Shift + Enter
HELP_OPEN_ZONEMAP	Abrir mapa grande: M
HELP_PICK_ITEM	Recoger Objetos: º o Z o botón izquierdo del ratón
HELP_QUICKSLOT	Campos de Acceso Rápido
HELP_SCREEN_CAPTURE	Guardar Captura de Pantalla: ImprPant (se guardará en la carpeta "Metin2_Spain\Screenshot")
HELP_SERVER	Indica el servidor y el canal.
HELP_SHOW_ALL_NAME	Mostrar Nombres: Alt
HELP_SKILL	Aquí puedes utilizar una habilidad al hacer clic con el botón derecho del ratón.
HELP_SP	Puntos de hechizo (SP)
HELP_SYSTEM_BUTTON	Botones de Sistema
INVENTORY_PAGE_BUTTON_TOOLTIP_1	Inventario 1
INVENTORY_PAGE_BUTTON_TOOLTIP_2	Inventario 2
INVENTORY_PAGE_BUTTON_TOOLTIP_3	Inventario 3
INVENTORY_PAGE_BUTTON_TOOLTIP_4	Inventario 4
INVENTORY_TITLE	Inventario
ITEM_MALL	Tienda de objetos
KEYCHANGE_ACTION_WINDOW	Acciones
KEYCHANGE_ATTACK	Atacar
KEYCHANGE_AUTORUN	Automovimiento
KEYCHANGE_AUTO_WINDOW	Autocaza
KEYCHANGE_BASEACTION	Ajustes por defecto
KEYCHANGE_CAM_DOWN1	Cámara (abajo)
KEYCHANGE_CAM_DOWN2	Cámara (abajo)
KEYCHANGE_CAM_LEFT1	Cámara (izquierda)
KEYCHANGE_CAM_LEFT2	Cámara (izquierda)
KEYCHANGE_CAM_RIGHT1	Cámara (derecha)
KEYCHANGE_CAM_RIGHT2	Cámara (derecha)
KEYCHANGE_CAM_UP1	Cámara (arriba)
KEYCHANGE_CAM_UP2	Cámara (arriba)
KEYCHANGE_CAM_ZOOM_IN1	Cámara (acercar)
KEYCHANGE_CAM_ZOOM_IN2	Cámara (acercar)
KEYCHANGE_CAM_ZOOM_OUT1	Cámara (alejar)
KEYCHANGE_CAM_ZOOM_OUT2	Cámara (alejar)
KEYCHANGE_CANCLE	Cancelar
KEYCHANGE_CHAT_WINDOW	Registro del chat
KEYCHANGE_CLEAR	Estándar
KEYCHANGE_DDS_WINDOW	DSS
KEYCHANGE_DOWN1	Atrás
KEYCHANGE_DOWN2	Atrás
KEYCHANGE_DSS1	PD (Cielo)
KEYCHANGE_DSS2	PD (Tierra)
KEYCHANGE_EMOTION1	Emoción (triste)
KEYCHANGE_EMOTION2	Emoción (Yang)
KEYCHANGE_EMOTION3	Emoción (música)
KEYCHANGE_EMOTION4	Emoción (corazón)
KEYCHANGE_EMOTION5	Emoción (corazoncito)
KEYCHANGE_EMOTION6	Emoción (bomba)
KEYCHANGE_EMOTION7	Emoción (idea)
KEYCHANGE_EMOTION8	Emoción (tormenta)
KEYCHANGE_EMOTION9	Emoción (disculpa)
KEYCHANGE_GUILD_WINDOW	Gremio
KEYCHANGE_HELP_WINDOW	Ayuda
KEYCHANGE_IMPOSSIBLE_CHANGE	¡Aquí no se puede utilizar [Control], [Alt], [Shift]!
KEYCHANGE_INGAMEEVENT	EVENTO
KEYCHANGE_INTERFACE	Ventana
KEYCHANGE_INVENTORY_WINDOW	Inventario
KEYCHANGE_KEY_SETTING	Ajustes del teclado
KEYCHANGE_LEFT1	Izquierda
KEYCHANGE_LEFT2	Izquierda
KEYCHANGE_MESSENGER_WINDOW	Amigos
KEYCHANGE_MINIMAP_MINER	Minimapa (-)
KEYCHANGE_MINIMAP_PLUS	Minimapa (+)
KEYCHANGE_MINIMAP_WINDOW	Mapa grande
KEYCHANGE_MONSTER_CARD_WINDOW	Carta de monstruo
KEYCHANGE_NEXT_TARGET	Próximo objetivo
KEYCHANGE_PARTY_MATCH_WINDOW	Búsqueda de grupo
KEYCHANGE_PET_WINDOW	Mascota
KEYCHANGE_QUEST_SCROLL_ONOFF	Pergaminos de misión
KEYCHANGE_QUEST_WINDOW	Misiones
KEYCHANGE_QUICKSLOT1	Nivel 1
KEYCHANGE_QUICKSLOT2	Nivel 2
KEYCHANGE_QUICKSLOT3	Nivel 3
KEYCHANGE_QUICKSLOT4	Nivel 4
KEYCHANGE_RIDE	Cabalgar
KEYCHANGE_RIDE_BYE	Dejar irse al caballo
KEYCHANGE_RIDE_HORSE	Cabalgar
KEYCHANGE_RIDE_PEED	Alimentar caballo
KEYCHANGE_RIGHT1	Derecha
KEYCHANGE_RIGHT2	Derecha
KEYCHANGE_ROOT1	Recoger
KEYCHANGE_ROOT2	Recoger
KEYCHANGE_SAVE	Guardar
KEYCHANGE_SCREENSHOT	Captura de pantalla
KEYCHANGE_SHOW_NAME	Mostrar nombre
KEYCHANGE_SKILL_WINDOW	Habilidades
KEYCHANGE_SLOT1	Hueco 1
KEYCHANGE_SLOT2	Hueco 2
KEYCHANGE_SLOT3	Hueco 3
KEYCHANGE_SLOT4	Hueco 4
KEYCHANGE_SLOT5	Hueco 5
KEYCHANGE_SLOT6	Hueco 6
KEYCHANGE_SLOT7	Hueco 7
KEYCHANGE_SLOT8	Hueco 8
KEYCHANGE_SLOT_KET	Acceso rápido
KEYCHANGE_STATUS_WINDOW	Personaje
KEYCHANGE_UP1	Adelante
KEYCHANGE_UP2	Adelante
LANGUAGE_AE	Árabe
LANGUAGE_CZ	Checo
LANGUAGE_DE	Alemán
LANGUAGE_DK	Danés
LANGUAGE_EN	Inglés
LANGUAGE_ES	Español
LANGUAGE_FR	Francés
LANGUAGE_GR	Griego
LANGUAGE_HU	Húngaro
LANGUAGE_IT	Italiano
LANGUAGE_NL	Neerlandés
LANGUAGE_PL	Polaco
LANGUAGE_PT	Portugués
LANGUAGE_RO	Rumano
LANGUAGE_RU	Ruso
LANGUAGE_TR	Turco
LOAD_ERROR	El archivo está dañado. Por favor, reinstálalo de nuevo. Presiona ESC ahora.
LOGIN_CONNECT	Conectar
LOGIN_CONNECTING	Serás conectado al servidor
LOGIN_DEFAULT_SERVERADDR	Nombre del Servidor, Canal 1
LOGIN_EXIT	Salir
LOGIN_ID	Nombre de usuario
LOGIN_PASSWORD	Contraseña
LOGIN_REGION_TITLE	Escoje el lugar para emitir una factura.
LOGIN_SELECT_BUTTON	Elegir
LOGIN_SELECT_EXIT	Salir
LOGIN_SELECT_OK	OK
LOGIN_SELECT_TITLE	Elegir Servidor
LUCKY_BOX_NOTICE_YANG	Tasa de Yang para probar suerte con el objeto
LUCKY_BOX_RECV_BUTTON	Aceptar objeto
LUCKY_BOX_RECV_NAME	Contenido:
LUCKY_BOX_RETRY_BUTTON	Probar suerte con el objeto
LUCKY_BOX_TITLE_NAME	Cajita de la suerte
MAILBOX_POST_ALL_DELETE_BUTTON	Borrar todo
MAILBOX_POST_ALL_RECEIVE	Recibir todo
MAILBOX_POST_READ_BLOCK	Bloquear
MAILBOX_POST_READ_DELETE	Borrar
MAILBOX_POST_READ_FROM	De
MAILBOX_POST_READ_MAIN_TITLE	Mensaje
MAILBOX_POST_READ_RECV	Aceptar
MAILBOX_POST_READ_TITLE	Asunto
MAILBOX_POST_SEND_TITLE	Mensaje
MAILBOX_POST_WRITE_BUTTON_TEXT	Enviar
MAILBOX_POST_WRITE_CLOSE_TEXT	Cerrar
MAILBOX_POST_WRITE_CONFIRM_TEXT	Comprobar destinatario
MAILBOX_POST_WRITE_SEND_TEXT	Enviar
MAILBOX_POST_WRITE_TITLE	Asunto
MAILBOX_POST_WRITE_TO	Para
MAILBOX_TITLE	Bandeja de entrada
MALL_PASSWORD_TITLE	Contraseña
MALL_TITLE	Almacén de la tienda de objetos
MARKET_TITLE	Cargar
MARKLIST_REFRESH	Refrescar
MARKLIST_TITLE	Registrar Signo de Gremio
MC_EXCHANGE_BUTTON	Cambiar
MC_MISSION_INIT_BUTTON	Restablecer nivel de misión
MC_MOTION_BUTTON	Movimiento
MC_POLY_BUTTON	Transformar
MC_PROMOTION_BUTTON	Mejorar
MC_REQUEST_MISSION_BUTTON	Recibir misión
MC_REWARD_CARD_BUTTON	Recibir Carta de monstruo
MC_SHUFFLE_BUTTON	Reorganizar Cartas de misión
MC_SUMMON_BUTTON	Invocar
MC_TAB_BUTTON_CARD_MISSION	Misión de cartas
MC_TAB_BUTTON_PARTY	Colección de mazmorras
MC_TAB_BUTTON_SOLO	Colección de campo
MC_WARP_BUTTON	Teletransportarse
MESSAGE	Esto es un Mensaje
MESSENGER_ADD_FRIEND	Añadir Amigo
MESSENGER_BLOCK_FRIEND	Bloquear
MESSENGER_DELETE_FRIEND	Borrar
MESSENGER_MOBILE	Enviar Mensaje de Texto
MESSENGER_OPEN_GUILD	Abrir Ventana del Gremio
MESSENGER_TITLE	Amigos
MESSENGER_USE_GUILD_MOVE_SKILL	Usar la Habilidad de Movimiento del Gremio
MESSENGER_WHISPER	Susurro
MINIGAME_FISH_EVENT_USE_COUNT	Cantidad
MINIMIZE	Minimizar [ESC]
MINI_BOSS_DUNGEON_DESC_BTN	Reglas de evento
MINI_BOSS_DUNGEON_TITLE_NAME	Participante
MINI_BOSS_DUNGEON_TITLE_NUM	Clasificación
MINI_BOSS_DUNGEON_TITLE_POINT	Puntos de apocalipsis
MINI_BOSS_DUNGEON_TOOTIP_01	Resumen de mazmorra
MINI_BOSS_DUNGEON_TOOTIP_02	Apocalipsis para niveles de 40 a 80
MINI_BOSS_DUNGEON_TOOTIP_03	Apocalipsis a partir del nivel 81
MINI_BOSS_DUNGEON_TOOTIP_04	Entrar
MINI_BOSS_DUNGEON_TOOTIP_05	Tiempo restante
MINI_BOSS_DUNGEON_TOOTIP_06	Mis puntos de apocalipsis
MINI_BOSS_DUNGEON_TOOTIP_07	Apocalipsis restantes
MINI_BOSS_DUNGEON_TOOTIP_08	Mi recompensa
MINI_BOSS_TITLE	Apocalipsis del Zodiaco
MINI_GAME_BLACK_AND_WHITE_DONATE	Donar
MINI_GAME_BLACK_AND_WHITE_GAME_TITLE	Competición de videntes
MINI_GAME_BLACK_AND_WHITE_RANK_BUTTON	Clasificación
MINI_GAME_BLACK_AND_WHITE_REWARD_TRADE	Premios
MINI_GAME_BLACK_AND_WHITE_START_BUTTON	Empezar
MINI_GAME_BLACK_AND_WHITE_WAITTING_TITLE	Competición de videntes
MINI_GAME_CATCHKING_CHALLENGE	Retar
MINI_GAME_CATCHKING_HELP_TEXT	Reglas
MINI_GAME_CATCHKING_HIGH_SCORE	Puntuación más alta
MINI_GAME_CATCHKING_MYNUMBER	Mis cartas
MINI_GAME_CATCHKING_POPUP_CONFIRM	Ventanas emergentes: sí/no
MINI_GAME_CATCHKING_RETRY	Jugar de nuevo
MINI_GAME_CATCHKING_REWARD	Tu premio
MINI_GAME_CATCHKING_SCORE	Puntos
MINI_GAME_CATCHKING_SELECTION_NUMBER	Cartas descubiertas
MINI_GAME_CATCHKING_START_TEXT	Empezar
MINI_GAME_CATCHKING_TITLE	Atrapa al rey
MINI_GAME_FISH_HELP_TEXT	Ayuda
MINI_GAME_FISH_START_TEXT	Empezar
MINI_GAME_FISH_TITLE	Rompecabezas de pez
MINI_GAME_RUMI_DISCARD_TEXT	Modo seguro
MINI_GAME_RUMI_EXIT	Terminar
MINI_GAME_RUMI_LBUTTON_DESC	Clic izquierdo para añadir carta
MINI_GAME_RUMI_RBUTTON_DESC	Clic derecho para eliminar carta
MINI_GAME_RUMI_SCORE	Puntos
MINI_GAME_RUMI_START_TEXT	Iniciar
MINI_GAME_RUMI_TITLE	Juego de cartas okey de Metin2
MINI_GAME_YUTNORI_COM_TEXT	Ordenador
MINI_GAME_YUTNORI_PLAYER_TEXT	Jugador
MINI_GAME_YUTNORI_PROBABILITY	Probabilidad
MINI_GAME_YUTNORI_PROB_DESC	Escoge una tirada del iut para otorgarle una probabilidad mayor.
MINI_GAME_YUTNORI_REMAIN_COUNT	Turnos
MINI_GAME_YUTNORI_REWARD_TEXT	Recompensa
MINI_GAME_YUTNORI_SCORE	Puntuación
MINI_GAME_YUTNORI_START_TEXT	Empezar
MINI_GAME_YUTNORI_THROW	Tirar
MINI_GAME_YUTNORI_TITLE	Iutnori
MINI_GAME_YUTNORI_YUTSEM1	Do
MINI_GAME_YUTNORI_YUTSEM2	Ge
MINI_GAME_YUTNORI_YUTSEM3	Geol
MINI_GAME_YUTNORI_YUTSEM4	Iut
MINI_GAME_YUTNORI_YUTSEM5	Mo
MINI_GAME_YUTNORI_YUTSEM6	Back-do
MISTS_ISLAND_EMPIRE_NAME	Nombre del reino
MISTS_ISLAND_EMPIRE_SCORE	Puntuación del reino
MISTS_ISLAND_END_TIME	Fecha de finalización
MISTS_ISLAND_EXIT	Abandonar
MISTS_ISLAND_INFO_TEXT	Información de estado y clasificación
MISTS_ISLAND_RANK	Clasificación
MISTS_ISLAND_SCORE	Puntuación
MISTS_ISLAND_TITLE_RANK	Información sobre el estado y la clasificación
MISTS_ISLAND_TITLE_SCORE	Vista general
MOUSEBUTTON_ATTACK	Atacar
MOUSEBUTTON_AUTO_ATTACK	Atacar automáticamente
MOUSEBUTTON_CAMERA	Cámara
MOUSEBUTTON_SKILL	Habilidades
MUSICLIST_TITLE	Elección de Música
MYSHOP_DECO_CANCEL	Cerrar
MYSHOP_DECO_DEFAULT	Estándar
MYSHOP_DECO_NEXT	Siguiente
MYSHOP_DECO_OK	Finalizar
MYSHOP_DECO_PREV	Atrás
MYSHOP_DECO_SELECT_MODEL	Elige el aspecto de tu tienda.
MYSHOP_DECO_SELECT_TITLE	Elige el aspecto de tu título.
NO	No
OK	OK
OPPOSITES	Rechazar
OPTION_ALWAYS_SHOW_NAME	Nombre
OPTION_ALWAYS_SHOW_NAME_OFF	Limitado
OPTION_ALWAYS_SHOW_NAME_ON	Siempre
OPTION_BLOCK	Bloquear
OPTION_BLOCK_EXCHANGE	Comerciar
OPTION_BLOCK_FRIEND	Amigos
OPTION_BLOCK_GUILD	Gremio
OPTION_BLOCK_PARTY	Grupo
OPTION_BLOCK_PARTY_REQUEST	Petición
OPTION_BLOCK_WHISPER	Susurro
OPTION_CAMERA_DISTANCE	Cámara
OPTION_CAMERA_DISTANCE_LONG	Lejana
OPTION_CAMERA_DISTANCE_SHORT	Cercana
OPTION_DELETE_MOBILE_BUTTON	Borrar Número de Teléfono Móvil
OPTION_EFFECT	Inf. de golpe
OPTION_ENV_EFFECT	Entorno
OPTION_ENV_EFFECT_OFF	No
OPTION_ENV_EFFECT_ON	Sí
OPTION_FOG	Niebla
OPTION_FOG_DENSE	Densa
OPTION_FOG_LIGHT	Ligera
OPTION_FOG_MIDDLE	Media
OPTION_FOG_OFF	Desactivar
OPTION_FOG_ON	Activar
OPTION_INPUT_MOBILE_BUTTON	Introducir Número de Teléfono Móvil
OPTION_KEY_SETTING	Teclado
OPTION_LANGUAGE_CHANGE	Aplicar
OPTION_LANGUAGE_SELECT	Idioma
OPTION_MOBILE	Teléfono Móvil
OPTION_MOB_INFO	Monstruos
OPTION_MOB_INFO_AGGR	Agresivo
OPTION_MOB_INFO_LEVEL	Nivel
OPTION_MUSIC	Música
OPTION_MUSIC_CHANGE	Cambiar
OPTION_MUSIC_DEFAULT_THEMA	Música Estándar de Metin2
OPTION_NAME_COLOR	Color del Nombre
OPTION_NAME_COLOR_EMPIRE	Color de Imp.
OPTION_NAME_COLOR_NORMAL	Normal
OPTION_NIGHT_MODE	Noche
OPTION_NIGHT_MODE_OFF	No
OPTION_NIGHT_MODE_ON	Sí
OPTION_PVPMODE	Modo PvP
OPTION_PVPMODE_FREE	Libre
OPTION_PVPMODE_FREE_TOOLTIP	Puedes atacar a todos los jugadores.
OPTION_PVPMODE_GUILD	Gremio
OPTION_PVPMODE_GUILD_TOOLTIP	Puedes atacar a todos los jugadores menos a los miembros de tu Gremio
OPTION_PVPMODE_PEACE	Paz
OPTION_PVPMODE_PEACE_TOOLTIP	No puedes atacar a jugadores de tu reino.
OPTION_PVPMODE_REVENGE	Hostil
OPTION_PVPMODE_REVENGE_TOOLTIP	Sólo puedes atacar a aquellos que tienen otro Ethos.
OPTION_SETTING	Abrir
OPTION_SNOW_MODE	Caída nieve
OPTION_SNOW_MODE_OFF	No
OPTION_SNOW_MODE_ON	Sí
OPTION_SNOW_TEXTURE_MODE	Nieve
OPTION_SNOW_TEXTURE_MODE_OFF	No
OPTION_SNOW_TEXTURE_MODE_ON	Sí
OPTION_SOUND	Sonidos
OPTION_TARGET_BOARD	Menú de Obj.
OPTION_TARGET_BOARD_NO_VIEW	Cerrar
OPTION_TARGET_BOARD_VIEW	Mostrar
OPTION_TITLE	Opciones
OPTION_VIEW_CHAT	Línea de Chat
OPTION_VIEW_CHAT_OFF	Esconder
OPTION_VIEW_CHAT_ON	Mostrar
PARTY_MATCH_TEXT_DUNGEON_NAME	Mazmorra
PARTY_MATCH_TEXT_DUNGEON_SELECT	Escoge mazmorra
PARTY_MATCH_TEXT_ENTREE_LEVEL	Nivel: %d
PARTY_MATCH_TEXT_LEVEL_LIMIT	Requisito de nivel
PARTY_MATCH_TEXT_REQUEST_MATCH	Buscar
PARTY_MATCH_TEXT_REQUEST_MATCH_CANCEL	Cancelar
PARTY_MATCH_TEXT_REQUIRED_ITEMS	Requisito de objeto
PARTY_MEMBER_INFO_NAME	Nombre del Miembro del Grupo
PASSWORD_DESC_1	Introduce tu contraseña
PASSWORD_DESC_2	para abrir el almacén.
PASSWORD_DESC_3	¿Ya cambiaste la contraseña?
PASSWORD_DESC_4	Si no, tu contraseña es: "000000".
PASSWORD_DESC_5	Cambia tu contraseña en el almacén.
PASSWORD_TITLE	Guardando Contraseña
PET_AGE_TEXT	Edad de la mascota
PET_ATTR_CHANGE_ITEM_TEXT	Hechizar mascota
PET_ATTR_CHANGE_TITLE	Cambiar tipo de mascota
PET_ATTR_CONFIRMATION	Modificar
PET_ATTR_DETERMINE_TITLE	Nuevo tipo de mascota
PET_ATTR_OK	Cerrar
PET_CHANGE_TEXT	Mascota
PET_FEED_TITLE	Alimentar
PET_FFED_BUTTON_TEXT	Alimentar
PET_HATCHING_BUTTON	Incubar
PET_HATCHING_NIK	Nombre de la mascota
PET_HATCHING_WINDOW_TITLE	Incubadora
PET_INFORMATION_ABILITIES	Bonificaciones
PET_INFORMATION_AGE	Edad
PET_INFORMATION_COSTUME_BONUS	Bonificación de atuendo
PET_INFORMATION_DEFENCE	Defensa
PET_INFORMATION_EVOL_BUTTON	Desarrollo
PET_INFORMATION_EXP	Experiencia
PET_INFORMATION_EXP_BUTTON	Objeto EXP
PET_INFORMATION_HP	HP
PET_INFORMATION_LEVEL	Nivel
PET_INFORMATION_LIFE	Duración
PET_INFORMATION_LIFETIME_BUTTON	Alimentar
PET_INFORMATION_LIFE_TIME	Horas
PET_INFORMATION_SKILL	Habilidad
PET_INFORMATION_SP	SP
PET_INFORMATION_TITLE	Mascota
PET_NAME_CHANGE_BUTTON	Cambiar
PET_NAME_CHANGE_WINDOW_TITLE	Cambiar nombre
PET_REVIVE_BUTTON	Revivir
PET_REVIVE_CANCEL_BUTTON	Cancelar
PET_REVIVE_MATERIAL_TITLE	Material
PET_REVIVE_REUSLT_TEXT	Resultado
PET_REVIVE_TARGET	Mascota que revivir
PET_REVIVE_TITLE	Revivir mascota
PICK_MONEY_TITLE	Dividir
PRIVATESHOPSEARCH_BUY	Comprar
PRIVATESHOPSEARCH_COUNT	Cantidad
PRIVATESHOPSEARCH_ITEMNAME	Nombre
PRIVATESHOPSEARCH_ITEMTYPE	Objetos
PRIVATESHOPSEARCH_JOB	Clase
PRIVATESHOPSEARCH_LEVEL	Nivel
PRIVATESHOPSEARCH_PRICE	Precio
PRIVATESHOPSEARCH_REFINE	Nivel del objeto
PRIVATESHOPSEARCH_SEARCH	Buscar
PRIVATESHOPSEARCH_SEARCH_BAR	Buscar
PRIVATESHOPSEARCH_SELECT	Seleccionar
PRIVATESHOPSEARCH_SELLER	Vendedor
PRIVATE_SHOP_CLOSE_BUTTON	Cerrar tienda
PRIVATE_SHOP_NAME	Nombre de la tienda
PRIVATE_SHOP_TITLE	Abrir tienda privada
QUEST_UI_TEXT_COLLECTION	Misiones del biólogo
QUEST_UI_TEXT_DAILY	Misión diaria
QUEST_UI_TEXT_EVENT	Misiones de evento
QUEST_UI_TEXT_LEVELUP	Misión de caza
QUEST_UI_TEXT_MAIN	Misiones principales
QUEST_UI_TEXT_SCROLL	Misiones de libro de misión
QUEST_UI_TEXT_SUB	Misiones secundarias
QUEST_UI_TEXT_SYSTEM	Misiones del juego
REFINE_COST	Costes de Mejora: 0 Yang
REFINE_ELEMENT_CHANGE_COST_TITLE	Coste
REFINE_ELEMENT_CHANGE_DARK	Oscuridad
REFINE_ELEMENT_CHANGE_EARTH	Tierra
REFINE_ELEMENT_CHANGE_ELECT	Relámpago
REFINE_ELEMENT_CHANGE_FIRE	Fuego
REFINE_ELEMENT_CHANGE_ICE	Hielo
REFINE_ELEMENT_CHANGE_TITLE	Cambiar elemento
REFINE_ELEMENT_CHANGE_WIND	Viento
REFINE_ELEMENT_DOWNGRADE_TITLE	Reducción de calidad
REFINE_ELEMENT_UPGRADE_TITLE	Mejora de calidad
REFINE_INFO	Probabilidad de mejorar satisfactoriamente: 100%
REFINE_MONEY	Tasa de refinamiento
REFINE_SELECT	Refinamiento
REFINE_TTILE	Mejoras
REPORT_VIOLENT_WHISPER	
RESTART_GIVEUP	Abandonar
RESTART_HERE	Volver a Empezar Aquí
RESTART_IMMEDIATE	Reencarnación
RESTART_TOWN	Volver a Empezar en la Ciudad
ROULETTE_SPECIAL_TITLE	Recompensas (%s)
ROULETTE_SPIN_TEXT1	GIRAR
ROULETTE_SPIN_TEXT2	50 Almas
ROULETTE_SPIN_TEXT3	250 000 Yang
ROULETTE_TITLE	Recompensas
SAFE_CHANGE_PASSWORD	Cambiar Contraseña
SAFE_TITLE	Almacén
SELECT_ATTR_CHANGED	Nuevo
SELECT_ATTR_CURRENT	Actual
SELECT_ATTR_SELECT	Seleccionar
SELECT_ATTR_TITLE	Objeto Encantado+
SELECT_ATT_GRADE	STR
SELECT_CREATE	Crear
SELECT_DELETE	Borrar
SELECT_DEX_GRADE	DEX
SELECT_EMPIRE_NAME	Nombre del Reino
SELECT_EXIT	Cerrar
SELECT_HP	HP
SELECT_LEVEL	Nivel
SELECT_METIN_STONE_TITLE	Seleccionar Piedra Espíritu
SELECT_NAME	Nombre
SELECT_NO_GUILD	Sin Gremio
SELECT_PLAYTIME	Tiempo de juego
SELECT_SELECT	Empezar
SELECT_SP	SP
SELECT_TITLE	Elegir Título
SHOP_BUY	Comprar
SHOP_SELL	Vender
SHOP_TITLE	Tienda
SKILL_SUPPORT_TITLE	Habilidades Estándar
STEP	Grado de pureza
STEP_SELECT	Grado de pureza
STRENGTH	Mejorar
STRENGTH_SELECT	Nivel
STRUCTURE_VIEW_MODE	Decoración
STRUCTURE_VIEW_TYPE_STRUCTURE	Ocultar
SYSTEMOPTION_TITLE	Opciones del Sistema
SYSTEM_CHANGE	Cambiar Personaje
SYSTEM_EXIT	Fin del Juego
SYSTEM_HELP	Ayuda
SYSTEM_LOGOUT	Salir
SYSTEM_MALL	Tienda de objetos
SYSTEM_MOVE_CHANNEL	Cambiar de canal
SYSTEM_OPTION	Opciones del Sistema
TASKBAR_CHARACTER	Personaje [C/V/B/N]
TASKBAR_CHAT	Ventana de chat [Enter]
TASKBAR_DISABLE	Desactivado
TASKBAR_DRAGON_SOUL	Alquimia de Piedras dragón [O]
TASKBAR_EXPAND	Aumentar ventana
TASKBAR_INVENTORY	Inventario [I]
TASKBAR_MESSENGER	Amigos [Alt+M]
TASKBAR_MONEY_EXPAND	Bienes
TASKBAR_NEXT_QUICKSLOT	Siguiente Campo de Acceso Rápido [Shift+Número, Alt]
TASKBAR_PET_INFO	Información de la mascota
TASKBAR_PREV_QUICKSLOT	Anterior Campo de Acceso Rápido [Shift+Número]
TASKBAR_SYSTEM	Opciones[ESC]
TOTAL_RANKING	Clasificación total
WARP_MI_LABEL	Ir al santuario objetivo
WEEKLY_RANKING	Clasificación semanal
WHISPER_BAN	Bloquear
WHISPER_NAME	Susurro
WHISPER_REPORT	
WHISPER_SEND	Enviar
YES	Sí
ZONE_MAP	Mapa grande
PET_MISSING_1	Habilidad
PET_MISSING_2	HP
PET_MISSING_3	Fuerte vs monstruo
PET_MISSING_4	Daño de media [PVM]
PET_MISSING_5	Nivel
PET_MISSING_6	Experiencia
PET_MISSING_7	Edad
PET_MISSING_8	Sistema de mascota
HIDE_2_OPTION	Ocultar efectos
HIDE_2_OPTION0	Armadura brillante
HIDE_2_OPTION1	Arma brillante
HIDE_2_OPTION2	Buff
HIDE_2_OPTION3	Habilidad
HIDE_OPTION	Ocultar
HIDE_OPTION0	Montura
HIDE_OPTION1	Mascota
HIDE_OPTION2	Apoyo S.
HIDE_OPTION3	Tienda
HIDE_OPTION4	Nombre de tienda.
HIDE_OPTION5	Banderas
TIME_TYPE	Tiempo AM/PM
ENVIRONMENT_MODE	Cielo
ENVIRONMENT_MODE0	Día
ENVIRONMENT_MODE1	Noche
ENVIRONMENT_MODE2	Especial 1
ENVIRONMENT_MODE3	Especial 2
ENVIRONMENT_MODE4	Especial 3
ENVIRONMENT_MODE5	Especial 4
ENVIRONMENT_MODE6	Especial 5
OPTION_AUTO_PICKUP	Recoger
OPTION_AUTO_PICKUP_ON	Auto
OPTION_AUTO_PICKUP_OFF	Manual
OPTION_NAMES_TYPE_NAME	Escribe un nombre
OPTION_NAMES_TYPE_NAME_0	Parcial
OPTION_NAMES_TYPE_NAME_1	Completo
MASK_HP_DEFAULT	HP: 12.000.000 / 12.000.000
EXTRA_INVENTORY_TITLE	Inventario adicional
FISHING_RENEWAL_TITLE	Pesca
BIOLOG_WND_CHANGE	Cambio
BIOLOG_WND_TITLE_CHOOSE	Cambiar bonus
BIOLOG_WND_CHOOSE_1	Seleccione la misión:
BIOLOG_WND_CHOOSE_2	Seleccione el bonus:
BIOLOG_WND_TITLE	La investigación del biólogo.
BIOLOG_WND_REWARD	Recompensa
BIOLOG_WND_REWARD_BUTTON	Recompensa
UICHAR_LV	Lv.
UICHAR_EXP	EXP
UICHAR_NEXTEXP	EXP necesario
UICHAR_STATUS	Estado del personaje
UICHAR_CHARACTERISTICS	Caracteristicas
UICHAR_STATUS_VALUE	[%d]
UICHAR_STATUS_VIT	VIT
UICHAR_STATUS_INT	INT
UICHAR_STATUS_STR	STR
UICHAR_STATUS_DEX	DEX
UICHAR_STATUS_HP	HP
UICHAR_STATUS_SP	SP
UICHAR_STATUS_ATT	Daño de ataque
UICHAR_STATUS_DEF	Defensa
UICHAR_CHARACTERISTICS_1a	Movilidad
UICHAR_CHARACTERISTICS_1b	Velocidad
UICHAR_CHARACTERISTICS_2a	Ataque
UICHAR_CHARACTERISTICS_2b	Rate
UICHAR_CHARACTERISTICS_3a	Fundición
UICHAR_CHARACTERISTICS_3b	Velocidad
UICHAR_CHARACTERISTICS_4a	Magia
UICHAR_CHARACTERISTICS_4b	Daño
