TELEPORT_PANEL_TITLE	Teleporter
BANNER_SUMMER_BUTTON	EVENIMENT DE VARÃ
BANNER_VALENTINE_BUTTON	ZIUA ÎNDRÃGOSTIÞILOR
BANNER_YUTNORI_BUTTON	Yut Nori
BATTLE_FIELD_INFO	Zonã de Rãzboi
BATTLE_FIELD_OPERATION_TIME	Zone de Rãzboi în care poþi intra între %s:00 ºi %s:00.
BATTLE_FIELD_OPERATION_TIME_ALL	Momentan deschis pentru participare.
BATTLE_FIELD_OPERATION_TIME_END	Zonã de Rãzboi deschisã pentru încã %s ore.
BATTLE_FIELD_OPERATION_TIME_NA	Momentan închis pentru participare.
BATTLE_FIELD_OPERATION_TIME_OPEN	Deschis pentru participare în %s ore pentru %s ore.
BATTLE_FILED_RANK	Rang
BATTLE_FILED_RANK_EMPIRE	Regat
BATTLE_FILED_RANK_NAME	Nume
BATTLE_FILED_RANK_POINT	Puncte
BNW_GAME_UI_COM	Oponent
BNW_RANK_UI_COUNT	Donaþii
BNW_RANK_UI_NAME	Nume
BNW_RANK_UI_RANK	Rang
CANCEL	Anulare
CHANGE_ATTR_SELECT	Schimbã Bonus
CHANGE_PASSWORD_CONFIRM	Confirmã Noua Parolã
CHANGE_PASSWORD_NEW	Parolã nouã
CHANGE_PASSWORD_OLD	Parolã veche
CHANGE_PASSWORD_TITLE	Schimbare parolã
CHARACTER_ACTION	Acþiuni
CHARACTER_EMOTICON	Emoþie
CHARACTER_MAIN	Caracter
CHARACTER_MUTUAL_ACTION	Acþiuni interactive
CHARACTER_NORMAL_ACTION	Acþiuni normale
CHARACTER_QUEST	Misiuni
CHARACTER_SKILL	Abilitate
CHARACTER_SPECTIAL_ACTION	Acþiuni Speciale
CHAT_FILTER	Filtru Chat
CHAT_FILTER_DICE	Zaruri
CLOSE	Închide
COMB_APPEARANCE	Þintã
COMB_ATTRIBUTE	Sursã
COMB_MAIN	Þintã
COMB_MATERIAL	Sursã
COMB_SKILLBOOK_TILE	Negot carti
COSTUME_TITLE	Costume
COSTUME_WINDOW_TITLE	Costume
CREATE_ATT_GRADE	STR
CREATE_CREATE	Creeazã
CREATE_DEX_GRADE	DEX
CREATE_HP	VIT
CREATE_LAST_POINT	Puncte
CREATE_MAN	Bãrbat
CREATE_NAME	Nume
CREATE_NEXT	Continuã
CREATE_PREV	Înapoi
CREATE_SEX	Sex
CREATE_SHAPE	Aspect
CREATE_SP	INT
CREATE_STAT_RESET	Reseteazã
CREATE_WOMAN	Femeie
CUBE_INFO_TITLE	Manualul Imbunatatirii
CUBE_RENEWAL_BELT_IMPROVE	Mãreºte ªansa
CUBE_RENEWAL_TITLE	Rafinare
CUBE_REQUIRE_MATERIAL	Materiale necesare
CUBE_REQUIRE_MATERIAL_OR	sau
CUBE_TITLE	Fereastra Rafinament
CURRENT_POINT	Puncte curente: %s
CZ_REWARD_WINDOW_TITLE	Templul Zodiac
DO_CHANGE_ATTR	Aplicã
DO_REFINE	Rafineazã
DO_REFINE_ALL	Rafineazã tot
DRAGONSOUL_ACTIVATE	Activeaza
DRAGONSOUL_CHANGE_ATTR_WINDOW_TITLE	Bonus schimbat pentru Piatrã Dragon Miticã
DRAGONSOUL_PAGE_BUTTON_1	Brut
DRAGONSOUL_PAGE_BUTTON_2	Taiat
DRAGONSOUL_PAGE_BUTTON_3	Rar
DRAGONSOUL_PAGE_BUTTON_4	Antic
DRAGONSOUL_PAGE_BUTTON_5	Legendar
DRAGONSOUL_PAGE_BUTTON_6	Miticã
DRAGONSOUL_REFINE_WINDOW_TITLE	Fereastra Rafinament
DRAGONSOUL_TITLE	Alchimie Piatra Dragon
DUTCHAUCTION_BUTTON	Go!
DUTCHAUCTION_TITLE	Licitaþii Rapide
EMPIRE_A	Shinsoo
EMPIRE_ALL	Toþi
EMPIRE_B	Chunjo
EMPIRE_C	Jinno
EMPIRE_EXIT	Sfârºit
EMPIRE_NEXT	Continuã
EMPIRE_PREV	Înapoi
EMPIRE_SELECT	Alege
END_TIME	Eveniment activ
ENTER_BATTLE_FIELD	Intrã
EVENT_ALARM_TITLE	Vedere Generalã Eveniment
EVENT_NAME_TITLE	Nume
EVENT_REWARD_TITLE	Recompensã
EXCHANGE_ACCEPT	OK
EXCHANGE_TITLE	Negociazã
EXIT_BATTLE_FIELD	Vrei cu adevãrat sã pãrãseºti Zona de Rãzboi?
EXIT_BATTLE_FIELD_ON_DEAD	Vrei sã pãrãseºti Zona de Rãzboi cu %d puncte?
EXPIRED_TIME	Evenimentul a luat sfârºit.
FISHING_RENEWAL_TITLE	Pescuit
FRAGMENT_COMB_TITLE	Combinã Cãrþi de Abilitãþi
GAMEOPTION_TITLE	Opþiuni joc
GAME_EXIT_OBSERVER	Închide modul spectator
GAME_GUILD_WAR_JOIN	Participã rãzboi breaslã
GAME_QUEST	Sarcini
GAME_SKILL_UP	Creºte Abilitãþile
GAME_STAT_UP	Creºte statusul
GEMSHOP_LEFTTIME	Timp rãmas
GEMSHOP_TITLA	PIAÞA GAYA
GRADE	Clasa
GRADE_SELECT	Clasa
GRAPHICONOFF_DROP_ITEM_APPLY	Aplicã
GRAPHICONOFF_DROP_ITEM_LEVEL	Cãdere Obiecte
GRAPHICONOFF_DROP_ITEM_LEVEL1	1
GRAPHICONOFF_DROP_ITEM_LEVEL1_TOOLTIP	Aratã Efect & Nume
GRAPHICONOFF_DROP_ITEM_LEVEL2	2
GRAPHICONOFF_DROP_ITEM_LEVEL2_TOOLTIP	Ascunde Efect
GRAPHICONOFF_DROP_ITEM_LEVEL3	3
GRAPHICONOFF_DROP_ITEM_LEVEL3_TOOLTIP	Ascunde Efect & Nume
GRAPHICONOFF_DROP_ITEM_LEVEL4	4
GRAPHICONOFF_DROP_ITEM_LEVEL4_TOOLTIP	Ascunde obiecte & Acoperã pentru vedere nume
GRAPHICONOFF_DROP_ITEM_LEVEL5	5
GRAPHICONOFF_DROP_ITEM_LEVEL5_TOOLTIP	Ascunde Obiecte & Nume
GRAPHICONOFF_EFFECT_APPLY	Aplicã
GRAPHICONOFF_EFFECT_LEVEL	Efecte
GRAPHICONOFF_EFFECT_LEVEL1	1
GRAPHICONOFF_EFFECT_LEVEL1_TOOLTIP	Aratã tot
GRAPHICONOFF_EFFECT_LEVEL2	2
GRAPHICONOFF_EFFECT_LEVEL2_TOOLTIP	Doar efectele tale ºi ale monºtrilor
GRAPHICONOFF_EFFECT_LEVEL3	3
GRAPHICONOFF_EFFECT_LEVEL3_TOOLTIP	Doar efectele tale ºi ale altor jucãtori
GRAPHICONOFF_EFFECT_LEVEL4	4
GRAPHICONOFF_EFFECT_LEVEL4_TOOLTIP	Doar tu
GRAPHICONOFF_EFFECT_LEVEL5	5
GRAPHICONOFF_EFFECT_LEVEL5_TOOLTIP	Ascunde Tot
GRAPHICONOFF_NPC_NAME_STATUS	Nume NPC
GRAPHICONOFF_NPC_NAME_STATUS_OFF	Nu
GRAPHICONOFF_NPC_NAME_STATUS_OFF_TOOLTIP	Ascunde Nume NPC
GRAPHICONOFF_NPC_NAME_STATUS_ON	Da
GRAPHICONOFF_NPC_NAME_STATUS_ON_TOOLTIP	Aratã Nume NPC
GRAPHICONOFF_PET_STATUS	Însoþitori
GRAPHICONOFF_PET_STATUS_OFF	Nu
GRAPHICONOFF_PET_STATUS_OFF_TOOLTIP	Ascunde Însoþitori
GRAPHICONOFF_PET_STATUS_ON	Da
GRAPHICONOFF_PET_STATUS_ON_TOOLTIP	Aratã Însoþitori
GRAPHICONOFF_PRIVATE_SHOP_APPLY	Aplicã
GRAPHICONOFF_PRIVATE_SHOP_LEVEL	Magazine Private
GRAPHICONOFF_PRIVATE_SHOP_LEVEL1	1
GRAPHICONOFF_PRIVATE_SHOP_LEVEL1_TOOLTIP	Aratã tot
GRAPHICONOFF_PRIVATE_SHOP_LEVEL2	2
GRAPHICONOFF_PRIVATE_SHOP_LEVEL2_TOOLTIP	Aratã tot în razã mare
GRAPHICONOFF_PRIVATE_SHOP_LEVEL3	3
GRAPHICONOFF_PRIVATE_SHOP_LEVEL3_TOOLTIP	Aratã tot în razã medie
GRAPHICONOFF_PRIVATE_SHOP_LEVEL4	4
GRAPHICONOFF_PRIVATE_SHOP_LEVEL4_TOOLTIP	Aratã tot în razã micã
GRAPHICONOFF_PRIVATE_SHOP_LEVEL5	5
GRAPHICONOFF_PRIVATE_SHOP_LEVEL5_TOOLTIP	Aratã tot în imediata vecinãtate
GUILDWINDOW_BASE_BUFF	Bonus Breaslã
GUILD_ATTENDANCE_LOCA1	Prima Participare: 1x Medalia Vitejiei
GUILD_ATTENDANCE_LOCA2	10 sau mai multe: 1x Medalia Vitejiei
GUILD_ATTENDANCE_LOCA3	20 sau mai multe: 2x Medalia Vitejiei
GUILD_ATTENDANCE_LOCA4	30 sau mai multe: 4x Medalia Vitejiei
GUILD_ATTENDANCE_LOCA5	40 sau mai multe: 6x Medalia Vitejiei
GUILD_ATTENDANCE_LOCA6	50 sau mai multe: 8x Medalia Vitejiei
GUILD_ATTENDANCE_LOCA7	60 sau mai multe: 10x Medalia Vitejiei
GUILD_ATTENDANCE_LOCA8	70 sau mai multe: 12x Medalia Vitejiei
GUILD_ATTENDANCE_LOCA9	Timp de start: zilnic la ora 5:00 AM
GUILD_ATTENDANCE_TITLE	Recompensã Participare
GUILD_BANKINFO_CLOSE	Închis
GUILD_BANKINFO_NAME	Membru
GUILD_BANKINFO_TITLE	Log Depozit Breaslã
GUILD_BANKINFO_TYPE	Obiect/Valoare
GUILD_BANKINFO_USETYPE	Acþiune
GUILD_BANK_CLOSE	Închis
GUILD_BANK_INFO	Paginã:
GUILD_BASEINFO_BANK	Depozit Breaslã
GUILD_BASEINFO_BANKLASTOUT	Ultim Obiect Luat
GUILD_BASEINFO_BUILDING	Clãdire Breaslã
GUILD_BASEINFO_FACTORY	Fierar Breaslã
GUILD_BASEINFO_GUILDLAND	Teritoriu Breaslã
GUILD_BASEINFO_LANDSCAPE	Altele
GUILD_BASEINFO_LOCALE	Locaþie
GUILD_BASEINFO_MONEY	Balanþã
GUILD_BASEINFO_MONEYBANKINFO	Informaþii Bancã Breaslã
GUILD_BASEINFO_MONEYLASTOUT	Ultima Retragere
GUILD_BASEINFO_POWER	Altarul Puterii
GUILD_BASEINFO_SMEITER	Alchimist Breaslã
GUILD_BASEINFO_TITLE	Informaþii Teritoriu
GUILD_BASENAME	Nume bazã
GUILD_BOARD_ID	Nume
GUILD_BOARD_REFRESH	Actualizeazã
GUILD_BOARD_TEXT	Mesaj
GUILD_BUILDING_CATEGORY_TITLE	Unitãþi de construcþie
GUILD_BUILDING_CHANGE	Schimbã
GUILD_BUILDING_CHANGE_DELETE	ªterge
GUILD_BUILDING_CHANGE_FIX	Reconstrucþie Breaslã
GUILD_BUILDING_CHANGE_LIST	Listã Proprietãþi Breaslã
GUILD_BUILDING_DIRECTION	Orientare
GUILD_BUILDING_FIX	Reconstrucþie
GUILD_BUILDING_GRADE	Grad
GUILD_BUILDING_INFO	Informaþii clãdire si costuri
GUILD_BUILDING_LIST_TITLE	Listã de clãdiri
GUILD_BUILDING_LOG	Buºtean
GUILD_BUILDING_NAME	Nume clãdire
GUILD_BUILDING_OPERATE	Opereazã
GUILD_BUILDING_PLY	Placaj
GUILD_BUILDING_POSITION	Poziþie
GUILD_BUILDING_PREVIEW	Preview
GUILD_BUILDING_PRICE	Preþ
GUILD_BUILDING_REFRESH	Actualizeazã
GUILD_BUILDING_STONE	Piatrã
GUILD_BUILDING_TITLE	Construcþie casa breslei
GUILD_CRYSTAL	Cristal
GUILD_DEPOSIT	Plãteºte
GUILD_DONATE_BUTTON_OVER_TEXT	Obiect aleatoriu
GUILD_DONATE_COUNT	Donaþii disponibile: %d/%d
GUILD_DONATE_GET_MEDAL_OF_HONOR	%d
GUILD_DONATE_GUILD_EXP	EXP Breaslã
GUILD_DONATE_HIGH_MATERIAL	Donaþie Mare
GUILD_DONATE_MEDAL_OF_HONOR	Medalia Vitejiei
GUILD_DONATE_MIDDLE_MATERIAL	Donaþie Medie
GUILD_DONATE_MY_MEDAL_OF_HONOR	Medaliile mele de Vitejie
GUILD_DONATE_NORMAL_MATERIAL	120,000 Yang
GUILD_DONATE_TAB_HIGH	Donaþie Mare
GUILD_DONATE_TAB_MIDDLE	Donaþie Medie
GUILD_DONATE_TAB_NORMAL	Donaþie Micã
GUILD_DONATE_TITLE	Donaþie EXP
GUILD_DRAGONLAIR_RANKING	Ranguri
GUILD_DRAGONLAIR_RANKING_COUNT	Rang
GUILD_DRAGONLAIR_RANKING_MEMBER	Membru
GUILD_DRAGONLAIR_RANKING_NAME	Breaslã
GUILD_DRAGONLAIR_RANKING_TIME	Timp
GUILD_DROP_RESOURCE1	aici
GUILD_DROP_RESOURCE2	Aruncã resursa
GUILD_GEM	Piatrã preþioasã
GUILD_GRADE_CHANGE_GRADE_NAME	Nume rang nou
GUILD_GRADE_NUM	Nr.
GUILD_GRADE_PERMISSION_BANK	Se poate utiliza banca breslei ºi depozitul
GUILD_GRADE_PERMISSION_DELETE	Înlãturã din breaslã
GUILD_GRADE_PERMISSION_JOIN	Poate accepta jucãtori in breaslã
GUILD_GRADE_PERMISSION_NOTICE	Poate compune mesaje breaslã
GUILD_GRADE_PERMISSION_SKILL	Abilitãþi breaslã
GUILD_GRADE_PERMISSION_WAR	Poate alege membri combatanþi
GUILD_GRADE_RANK	Poziþie
GUILD_GRADE_WRITE	Scrie
GUILD_INFO	Informaþii breaslã
GUILD_INFO_CUR_EXP	Experienþã
GUILD_INFO_DECALRE_WAR	Declarã rãzboi
GUILD_INFO_ENEMY_GUILD	Breaslã inamicã
GUILD_INFO_ENEMY_GUILD_EMPTY	Niciuna
GUILD_INFO_LEVEL	Nivel breaslã
GUILD_INFO_MARK	Simbol breaslã
GUILD_INFO_MASTER	Conducãtor
GUILD_INFO_MASTER_VALUE	Conducãtor
GUILD_INFO_MEMBER_AVG_LEVEL	Nivel mediu
GUILD_INFO_MEMBER_NUM	Nr de membrii
GUILD_INFO_NAME	Nume breaslã
GUILD_INFO_NAME_VALUE	Acesta este un nume de breaslã
GUILD_INFO_OFFER_EXP	Invest.
GUILD_INFO_REST_EXP	Experienþã necesarã
GUILD_INFO_UPLOAD_MARK	Upload simbol
GUILD_INFO_UPLOAD_SYMBOL	Upload steag
GUILD_MARK	Simbol breaslã
GUILD_MASTER_CHANGE_TITLEBAR	Predã Conducere Breaslã
GUILD_MEMBER_JOB	Clasã
GUILD_MEMBER_KNIGHT	Combatant
GUILD_MEMBER_LEVEL	Nivel
GUILD_MEMBER_NAME	Nume
GUILD_MEMBER_OUT_TITLEBAR	Înlãturã Membru
GUILD_MEMBER_PACE_ATTENDANCE	Participare ({0}/{1})
GUILD_MEMBER_RANK	Grad
GUILD_MEMBER_SPECIFIC_GRAVITY	Investi.
GUILD_METIN_STONE	Piatra Spiritului
GUILD_MINENAL	Mineral
GUILD_MONEY	Yang
GUILD_NAME	Alianta
GUILD_RESOURCE_INFO	Informaþii resurse
GUILD_SKILLPAGE_LADDER	Puncte Rang
GUILD_SKILLPAGE_RANK	Rang
GUILD_SKILL_ACTIVE	Activ
GUILD_SKIlL_HEAL_GSP	Încarcã
GUILD_SKILL_PASSIVE	Pasiv
GUILD_SKILL_POWER	Energie
GUILD_SKILL_STATE	Competenþa breslei
GUILD_SYMBOL	Steag breaslã
GUILD_WAR_ACCEPT	Acceptã declaraþia de rãzboi a breslei
GUILD_WAR_ALLSCORE	Toate Rãzboaiele
GUILD_WAR_BATTLE_TYPE	Stil de luptã
GUILD_WAR_CTF	Steag
GUILD_WAR_DECLARE	Declarã rãzboi breaslã
GUILD_WAR_ENEMY	Inamic
GUILD_WAR_GAINSCORE	Puncte
GUILD_WAR_GAINSCORE_FIFTY	50
GUILD_WAR_GAINSCORE_HUNDRED	100
GUILD_WAR_GAINSCORE_THIRTY	30
GUILD_WAR_GAMETIME	Timp Luptã
GUILD_WAR_GAMETIME_SIXTY	60 min.
GUILD_WAR_GAMETIME_TEN	10 min.
GUILD_WAR_GAMETIME_THIRTY	30 min.
GUILD_WAR_JOINMEMBER	Membri
GUILD_WAR_JOINMEMBER_COUNT	Membri
GUILD_WAR_JOINMEMBER_FIFTEEN	15
GUILD_WAR_JOINMEMBER_FIVE	5
GUILD_WAR_JOINMEMBER_TEN	10
GUILD_WAR_NORMAL	Camp
GUILD_WAR_REPORT	Raport Rãzboi
GUILD_WAR_REPORTLIST	Vedere (Bãtãlii: B, Victorii: V, Pierderi: P, Remizã: R)
GUILD_WAR_SCORE	Raport Rãzboi
GUILD_WAR_SKILL	Abilitãþi Breaslã
GUILD_WAR_TYPE_DEFENSE	Scut Luptã
GUILD_WAR_TYPE_DIE	Luptã în Arenã
GUILD_WAR_TYPE_FLAG	Captureazã Steag
GUILD_WAR_TYPE_NORMAL	Luptã de Câmp
GUILD_WAR_TYPE_TIGER	Anihilare
GUILD_WAR_TYPE_TIME	Timp Atac
GUILD_WAR_WARP	Arena
GUILD_WAR_WIN	Runde
GUILD_WAR_WIN_FIVE	5
GUILD_WAR_WIN_ONE	1
GUILD_WAR_WIN_THREE	3
GUILD_WATER	Apã
GUILD_WATER_STONE	Piatrã acvaticã
GUILD_WITHDRAW	Ia
HELP_ATTACK	Activeazã un singur atac per clic de mouse.
HELP_ATTACK_KEY	Atac: buton stînga mouse sau space
HELP_AUTO_ATTACK	Activeazã atacuri automate per clic de mouse.
HELP_CAMERA	Vedere camerã
HELP_CHANGE_PK_MODE	Schimbare mod de atac: schimbã setãrile butonului stînga de la mouse.
HELP_CHARACTER_BUTTON1	(Fereastrã caracter, Fereastrã inventar,
HELP_CHARACTER_BUTTON2	Lista prieteni ºi Opþiuni)
HELP_CHAT	Pentru a vorbi în grupuri specifice, pune înaintea mesajului urmãtoarele: !(strigare), #(chat de grup) sau %(chat breaslã).
HELP_CLICK_OTHER_PLAYER	Clic dreapta pe alt jucãtor pentru a negocia, forma un grup sau a-l duela.
HELP_CONTROL_CAMERA_BY_MIDDLEBUTTON	Camerã Vedere Standard: butonul din mijloc al mouse-ului
HELP_CONTROL_CAMERA_BY_RIGHTBUTTON	Camerã Vedere Alternativã: botonul drept sau stâng al mouse-ului
HELP_EMOTINO	Aratã-þi emoþiile cu ajutorul combinaþiei <CTRL> + <1~9>.
HELP_EXP	Experienþã
HELP_FURY	Magazin Obiecte in joc
HELP_GUILD_WINDOW	Pentru a deschide fereastra breslei: ALT + G
HELP_HELP	Ajutor: H
HELP_HELP_KEY	Setãrile standard sunt afiºate în ecranul de ajutor.
HELP_HP	Puncte de Viaþã (PV)
HELP_KEYSETTING	Poþi sã schimbi cheia de personalizare de la opþiunile jocului.
HELP_MESSENGER_WINDOW	Deschide lista de prieteni: ALT + M
HELP_MINIMAP	Aratã harta mini.
HELP_MINIMAP_QUEST	Misiunile sunt afiºate cu icoane semnalizate pe harta mini sau harta mare.
HELP_MOUSE_LEFT	Funcþie buton maus stâng
HELP_MOUSE_RIGHT	Funcþie buton maus drept
HELP_MOVE_KEY	Panou control: W, A, S, D sau sãgeþile de pe tastaturã
HELP_OFF_QUESTSCROLL	Afiºeazã/ascunde misiunile cu <CTRL> + Q.
HELP_OPEN_CHARACTER	Pentru a deschide fereastra caracterului: C
HELP_OPEN_CHAT	Pentru a deschide fereastra de chat: Enter
HELP_OPEN_INVENTORY	Pentru a deschide inventarul: I
HELP_OPEN_LOG	Pentru a deschide logul de chat: L
HELP_OPEN_MINIMAP	Pentru a deschide mini-harta: SHIFT + M
HELP_OPEN_QUEST	Pentru a deschide fereastra cu sarcini: N
HELP_OPEN_SKILL	Pentru a deschide fereastra pentru aptitudini: V
HELP_OPEN_WHISPER	Pentru a deschide fereastra pentru ºoaptã: SHIFT + ENTER
HELP_OPEN_ZONEMAP	Pentru a deschide harta mare: M
HELP_PICK_ITEM	Adunã Obiectele: `sau Z sau butonul stâng al mouse-ului
HELP_QUICKSLOT	Câmp acces rapid
HELP_SCREEN_CAPTURE	Pentru a salva screenshoturile: Print (se va salva in "Metin2\screenshot")
HELP_SERVER	Aratã serverul ºi canalul.
HELP_SHOW_ALL_NAME	Afiºeazã nume: ALT
HELP_SKILL	Poþi folosi o abilitate cu butonul drept al mouse-ului.
HELP_SP	Puncte de mana (PM)
HELP_SYSTEM_BUTTON	Taste Sistem
INVENTORY_PAGE_BUTTON_TOOLTIP_1	1. Inventar
INVENTORY_PAGE_BUTTON_TOOLTIP_2	2. Inventar
INVENTORY_PAGE_BUTTON_TOOLTIP_3	Al 3lea Inventar
INVENTORY_PAGE_BUTTON_TOOLTIP_4	Al 4lea Inventar
INVENTORY_TITLE	Inventar
ITEM_MALL	Magazin de Obiecte
KEYCHANGE_ACTION_WINDOW	Acþiuni
KEYCHANGE_ATTACK	Atacã
KEYCHANGE_AUTORUN	Auto
KEYCHANGE_AUTO_WINDOW	Atac-Automat
KEYCHANGE_BASEACTION	Butoane Standard
KEYCHANGE_CAM_DOWN1	Camerã (jos)
KEYCHANGE_CAM_DOWN2	Camerã (jos)
KEYCHANGE_CAM_LEFT1	Camerã (stânga)
KEYCHANGE_CAM_LEFT2	Camerã (stânga)
KEYCHANGE_CAM_RIGHT1	Camerã (dreapta)
KEYCHANGE_CAM_RIGHT2	Camerã (dreapta)
KEYCHANGE_CAM_UP1	Camerã (sus)
KEYCHANGE_CAM_UP2	Camerã (sus)
KEYCHANGE_CAM_ZOOM_IN1	Camerã (mãreºte)
KEYCHANGE_CAM_ZOOM_IN2	Camerã (mãreºte)
KEYCHANGE_CAM_ZOOM_OUT1	Camerã (micºoreazã)
KEYCHANGE_CAM_ZOOM_OUT2	Camerã (micºoreazã)
KEYCHANGE_CANCLE	Anuleazã
KEYCHANGE_CHAT_WINDOW	Log Chat
KEYCHANGE_CLEAR	Standard
KEYCHANGE_DDS_WINDOW	DSS
KEYCHANGE_DOWN1	Înapoi
KEYCHANGE_DOWN2	Înapoi
KEYCHANGE_DSS1	DS [Cer]
KEYCHANGE_DSS2	DS [Pãmânt]
KEYCHANGE_EMOTION1	Emoþie (Trist)
KEYCHANGE_EMOTION2	Emoþie (Yang)
KEYCHANGE_EMOTION3	Emoþie (Muzicã)
KEYCHANGE_EMOTION4	Emoþie (Inimã)
KEYCHANGE_EMOTION5	Emoþie (Inimã)
KEYCHANGE_EMOTION6	Emoþie (Bombã)
KEYCHANGE_EMOTION7	Emoþie (Idee)
KEYCHANGE_EMOTION8	Emoþie (Furtunã)
KEYCHANGE_EMOTION9	Emoþie (Regret)
KEYCHANGE_GUILD_WINDOW	Breaslã
KEYCHANGE_HELP_WINDOW	Ajutor
KEYCHANGE_IMPOSSIBLE_CHANGE	[CTRL], [ALT], [SHIFT] nu sunt permise!
KEYCHANGE_INGAMEEVENT	EVENIMENTE
KEYCHANGE_INTERFACE	Fereastrã
KEYCHANGE_INVENTORY_WINDOW	Inventar
KEYCHANGE_KEY_SETTING	Setãri Tastaturã
KEYCHANGE_LEFT1	Stânga
KEYCHANGE_LEFT2	Stânga
KEYCHANGE_MESSENGER_WINDOW	Prieteni
KEYCHANGE_MINIMAP_MINER	Hartã Mini (-)
KEYCHANGE_MINIMAP_PLUS	Hartã Mini (+)
KEYCHANGE_MINIMAP_WINDOW	Hartã Mare
KEYCHANGE_MONSTER_CARD_WINDOW	Card Monstru
KEYCHANGE_NEXT_TARGET	Urmãtoarea Þintã
KEYCHANGE_PARTY_MATCH_WINDOW	Cautã Grup
KEYCHANGE_PET_WINDOW	Însoþitor
KEYCHANGE_QUEST_SCROLL_ONOFF	Pergamente Misiuni
KEYCHANGE_QUEST_WINDOW	Misiuni
KEYCHANGE_QUICKSLOT1	Nivel 1
KEYCHANGE_QUICKSLOT2	Nivel 2
KEYCHANGE_QUICKSLOT3	Nivel 3
KEYCHANGE_QUICKSLOT4	Nivel 4
KEYCHANGE_RIDE	Mount
KEYCHANGE_RIDE_BYE	Elibereazã cal
KEYCHANGE_RIDE_HORSE	Mount
KEYCHANGE_RIDE_PEED	Hrãneºte cal
KEYCHANGE_RIGHT1	Dreapta
KEYCHANGE_RIGHT2	Dreapta
KEYCHANGE_ROOT1	Ridicã
KEYCHANGE_ROOT2	Ridicã
KEYCHANGE_SAVE	Salveazã
KEYCHANGE_SCREENSHOT	Capturã ecran
KEYCHANGE_SHOW_NAME	Aratã numele
KEYCHANGE_SKILL_WINDOW	Abilitãþi
KEYCHANGE_SLOT1	Lãcaº 1
KEYCHANGE_SLOT2	Lãcaº 2
KEYCHANGE_SLOT3	Lãcaº 3
KEYCHANGE_SLOT4	Lãcaº 4
KEYCHANGE_SLOT5	Lãcaº 5
KEYCHANGE_SLOT6	Lãcaº 6
KEYCHANGE_SLOT7	Lãcaº 7
KEYCHANGE_SLOT8	Lãcaº 8
KEYCHANGE_SLOT_KET	Acces Rapid
KEYCHANGE_STATUS_WINDOW	Nivel 5
KEYCHANGE_UP1	Înainte
KEYCHANGE_UP2	Înainte
LANGUAGE_AE	Arabã
LANGUAGE_CZ	Cehã
LANGUAGE_DE	Germanã
LANGUAGE_DK	Danezã
LANGUAGE_EN	Englezã
LANGUAGE_ES	Spaniolã
LANGUAGE_FR	Francezã
LANGUAGE_GR	Greacã
LANGUAGE_HU	Maghiarã
LANGUAGE_IT	Italianã
LANGUAGE_NL	Olandezã
LANGUAGE_PL	Polonezã
LANGUAGE_PT	Portughezã
LANGUAGE_RO	Românã
LANGUAGE_RU	Rusã
LANGUAGE_TR	Turcã
LOAD_ERROR	Fiºierul cu date este stricat. Instaleazã dinnou clientul. Apasã acum tasta ESC.
LOGIN_CONNECT	Conecteazã
LOGIN_CONNECTING	Conectarea la server ruleazã.
LOGIN_DEFAULT_SERVERADDR	Nume server, Canal 1
LOGIN_EXIT	Închide
LOGIN_ID	Nume utilizator
LOGIN_PASSWORD	Parolã
LOGIN_REGION_TITLE	Alege regiunea pentru facturã
LOGIN_SELECT_BUTTON	Alege
LOGIN_SELECT_EXIT	Închide
LOGIN_SELECT_OK	OK
LOGIN_SELECT_TITLE	Alege server
LUCKY_BOX_NOTICE_YANG	Taxã de Yang pentru ºansã obiect nou
LUCKY_BOX_RECV_BUTTON	Acceptã Obiect
LUCKY_BOX_RECV_NAME	Conþine:
LUCKY_BOX_RETRY_BUTTON	ªansã Obiect Nou
LUCKY_BOX_TITLE_NAME	Cufãr Valoros
MAILBOX_POST_ALL_DELETE_BUTTON	ªterge Tot
MAILBOX_POST_ALL_RECEIVE	Primeºte Tot
MAILBOX_POST_READ_BLOCK	Blocheazã
MAILBOX_POST_READ_DELETE	ªterge
MAILBOX_POST_READ_FROM	De la
MAILBOX_POST_READ_MAIN_TITLE	Mesaj
MAILBOX_POST_READ_RECV	Primit
MAILBOX_POST_READ_TITLE	Subiect
MAILBOX_POST_SEND_TITLE	Mesaj
MAILBOX_POST_WRITE_BUTTON_TEXT	Trimite
MAILBOX_POST_WRITE_CLOSE_TEXT	Închis
MAILBOX_POST_WRITE_CONFIRM_TEXT	Verificã Destinatar
MAILBOX_POST_WRITE_SEND_TEXT	Trimite
MAILBOX_POST_WRITE_TITLE	Subiect
MAILBOX_POST_WRITE_TO	Cãtre
MAILBOX_TITLE	Inbox
MALL_PASSWORD_TITLE	Parola
MALL_TITLE	Depozit Magazin Obiecte
MARKET_TITLE	Magazin
MARKLIST_REFRESH	Actualizeazã
MARKLIST_TITLE	Înregistreazã simbolul breslei
MC_EXCHANGE_BUTTON	Schimb
MC_MISSION_INIT_BUTTON	Reseteazã Nivel Misiune
MC_MOTION_BUTTON	Miºcare
MC_POLY_BUTTON	Transformã
MC_PROMOTION_BUTTON	Promoveazã
MC_REQUEST_MISSION_BUTTON	Acceptã Misiunea
MC_REWARD_CARD_BUTTON	Colecteazã Card Monstru
