TELEPORT_PANEL_TITLE	teleporter
HELP_CHANGE_PK_MODE	Zmiana trybu ataku: zmieñ akcjê Lewego Przycisku Myszy
HELP_CHARACTER_BUTTON1	(Okno Postaci, Ekwipunek
HELP_CHARACTER_BUTTON2	oraz Lista Przyjació³ i Opcje)
HELP_CHAT	Aby rozmawiaæ na czacie z poszczególnymi grupami, musisz przed swoim tekstem napisaæ: !(wo³aj), #(czat grupowy) lub %(czat gildii).
HELP_CLICK_OTHER_PLAYER	Klikaj¹c prawym przyciskiem myszy na innego gracza, mo¿esz z nim handlowaæ, stworzyæ grupê i wyzwaæ go na pojedynek.
HELP_CONTROL_CAMERA_BY_MIDDLEBUTTON	Domyœlny widok z kamery: œrodkowy przycisk myszy
HELP_CONTROL_CAMERA_BY_RIGHTBUTTON	Zmieñ ustawienie widoku z kamery: przypisz prawy lub lewy przycisk myszy
HELP_EMOTINO	Emocje mo¿esz pokazaæ za pomoc¹ kombinacji klawiszy <CTRL> + <1~9>.
HELP_EXP	Doœwiadczenie
HELP_FURY	Sklep z Przedmiotami w grze
HELP_GUILD_WINDOW	Otwórz Okno Gildii: ALT + G
HELP_HELP	Wyœwietl Pomoc: H
HELP_HELP_KEY	W pomocy znajdziesz ustawienie domyœlne.
HELP_HP	Punkty ¯ycia (P¯)
HELP_KEYSETTING	W opcji gry sam mo¿esz stworzyæ w³asn¹ kombinacjê klawiszy.
HELP_MESSENGER_WINDOW	Otwórz Listê Przyjació³: ALT + M
HELP_MINIMAP	Pokazuje mini-kartê.
HELP_MINIMAP_QUEST	Zadania na mini-mapie i podgl¹dzie mapy pokazane s¹ jako migaj¹ce punkty.
HELP_MOUSE_LEFT	Funkcja Lewego Przycisku Myszy
HELP_MOUSE_RIGHT	Funkcja Prawego Przycisku Myszy
HELP_MOVE_KEY	Sterowanie: W, S, A, D lub klawisze strza³ek
HELP_OFF_QUESTSCROLL	Zwój misji mo¿esz pokazaæ lub ukryæ za pomoc¹ klawiszy <CTRL> + Q.
HELP_OPEN_CHARACTER	Otwórz Okno Postaci: C
HELP_OPEN_CHAT	Otwórz Okno Chatu: Enter
HELP_OPEN_INVENTORY	Otwórz Okno Ekwipunku: I
HELP_OPEN_LOG	Otworzenie Panelu Wiadomoœci: L
HELP_OPEN_MINIMAP	Otwórz Mini Mapê: Shift + M
HELP_OPEN_QUEST	Otwórz Okno Zadañ: N
HELP_OPEN_SKILL	Otwórz Okno Umiejêtnoœci: V
HELP_OPEN_WHISPER	Otwórz Okno Szeptania: Shift + Enter
HELP_OPEN_ZONEMAP	Otwórz Podgl¹d Mapy: M
HELP_PICK_ITEM	Podnoszenie Przedmiotów: ` lub Z lub lewy przycisk myszki
HELP_QUICKSLOT	Pole Szybkiego Dostêpu
HELP_SCREEN_CAPTURE	Zapisz Screenshota:  Print (Screen bêdzie zapisany w podkatalogu gry "Metin2\screenshot")
HELP_SERVER	Pokazuje serwer i kana³.
HELP_SHOW_ALL_NAME	Poka¿ Nazwy: Alt
HELP_SKILL	Tutaj mo¿esz u¿yæ umiejêtnoœci poprzez klikniêcie prawym przyciskiem myszy.
HELP_SP	Punkty Energii (PE)
HELP_SYSTEM_BUTTON	Przycisk Systemowy
INVENTORY_PAGE_BUTTON_TOOLTIP_1	1. Ekwipunek
INVENTORY_PAGE_BUTTON_TOOLTIP_2	2. Ekwipunek
INVENTORY_PAGE_BUTTON_TOOLTIP_3	3. Ekwipunek
INVENTORY_PAGE_BUTTON_TOOLTIP_4	4. Ekwipunek
INVENTORY_TITLE	Ekwipunek
ITEM_MALL	Sklep z Przedmiotami
KEYCHANGE_ACTION_WINDOW	Akcje
KEYCHANGE_ATTACK	Atak
KEYCHANGE_AUTORUN	Aut. bieg
KEYCHANGE_AUTO_WINDOW	Auto £owy
KEYCHANGE_BASEACTION	Ustawienia podstawowe
KEYCHANGE_CAM_DOWN1	Kamera (na dó³)
KEYCHANGE_CAM_DOWN2	Kamera (na dó³)
KEYCHANGE_CAM_LEFT1	Kamera (na lewo)
KEYCHANGE_CAM_LEFT2	Kamera (na lewo)
KEYCHANGE_CAM_RIGHT1	Kamera (na prawo)
KEYCHANGE_CAM_RIGHT2	Kamera (na prawo)
KEYCHANGE_CAM_UP1	Kamera (do góry)
KEYCHANGE_CAM_UP2	Kamera (do góry)
KEYCHANGE_CAM_ZOOM_IN1	Kamera (zoom +)
KEYCHANGE_CAM_ZOOM_IN2	Kamera (zoom +)
KEYCHANGE_CAM_ZOOM_OUT1	Kamera (zoom -)
KEYCHANGE_CAM_ZOOM_OUT2	Kamera (zoom -)
KEYCHANGE_CANCLE	Anuluj
KEYCHANGE_CHAT_WINDOW	Protokó³ wiadomoœci
KEYCHANGE_CLEAR	Standardowa
KEYCHANGE_DDS_WINDOW	SSK
KEYCHANGE_DOWN1	Do ty³u
KEYCHANGE_DOWN2	Do ty³u
KEYCHANGE_DSS1	SK [Niebo]
KEYCHANGE_DSS2	SK [Ziemia]
KEYCHANGE_EMOTION1	Emocje (smutek)
KEYCHANGE_EMOTION2	Emocje (Yang)
KEYCHANGE_EMOTION3	Emocje (muzyka)
KEYCHANGE_EMOTION4	Emocje (serce)
KEYCHANGE_EMOTION5	Emocje (serduszka)
KEYCHANGE_EMOTION6	Emocje (bomba)
KEYCHANGE_EMOTION7	Emocje (pomys³)
KEYCHANGE_EMOTION8	Emocje (burza)
KEYCHANGE_EMOTION9	Emocje (sorry)
KEYCHANGE_GUILD_WINDOW	Gildia
KEYCHANGE_HELP_WINDOW	Pomoc
KEYCHANGE_IMPOSSIBLE_CHANGE	[CTRL], [ALT], [SHIFT] s¹ tutaj niedozwolone!
KEYCHANGE_INGAMEEVENT	EVENT
KEYCHANGE_INTERFACE	Okno
KEYCHANGE_INVENTORY_WINDOW	Ekwipunek
KEYCHANGE_KEY_SETTING	Ustawienia klawiatury
KEYCHANGE_LEFT1	Na lewo
KEYCHANGE_LEFT2	Na lewo
KEYCHANGE_MESSENGER_WINDOW	Przyjaciele
KEYCHANGE_MINIMAP_MINER	Mini-mapa (-)
KEYCHANGE_MINIMAP_PLUS	Mini-mapa (+)
KEYCHANGE_MINIMAP_WINDOW	Podgl¹d mapy
KEYCHANGE_MONSTER_CARD_WINDOW	Karta potwora
KEYCHANGE_NEXT_TARGET	Nastêpny cel
KEYCHANGE_PARTY_MATCH_WINDOW	Wyszukiwanie grupy
KEYCHANGE_PET_WINDOW	Zwierzak
KEYCHANGE_QUEST_SCROLL_ONOFF	Misje
KEYCHANGE_QUEST_WINDOW	Misje
KEYCHANGE_QUICKSLOT1	Poziom 1
KEYCHANGE_QUICKSLOT2	Poziom 2
KEYCHANGE_QUICKSLOT3	Poziom 3
KEYCHANGE_QUICKSLOT4	Poziom 4
KEYCHANGE_RIDE	Dosi¹dŸ
KEYCHANGE_RIDE_BYE	Odeœlij konia
KEYCHANGE_RIDE_HORSE	Dosi¹dŸ
KEYCHANGE_RIDE_PEED	Nakarm konia
KEYCHANGE_RIGHT1	Na prawo
KEYCHANGE_RIGHT2	Na prawo
KEYCHANGE_ROOT1	Podnieœ
KEYCHANGE_ROOT2	Podnieœ
KEYCHANGE_SAVE	Zapisz
KEYCHANGE_SCREENSHOT	Migawka
KEYCHANGE_SHOW_NAME	Poka¿ nazwê
KEYCHANGE_SKILL_WINDOW	Umiejêtnoœci
KEYCHANGE_SLOT1	Slot 1
KEYCHANGE_SLOT2	Slot 2
KEYCHANGE_SLOT3	Slot 3
KEYCHANGE_SLOT4	Slot 4
KEYCHANGE_SLOT5	Slot 5
KEYCHANGE_SLOT6	Slot 6
KEYCHANGE_SLOT7	Slot 7
KEYCHANGE_SLOT8	Slot 8
KEYCHANGE_SLOT_KET	Szybki dostêp
KEYCHANGE_STATUS_WINDOW	Postaæ
KEYCHANGE_UP1	Do przodu
KEYCHANGE_UP2	Do przodu
LANGUAGE_AE	Arabski
LANGUAGE_CZ	Czeski
LANGUAGE_DE	Niemiecki
LANGUAGE_DK	Duñski
LANGUAGE_EN	Angielski
LANGUAGE_ES	Hiszpañski
LANGUAGE_FR	Francuski
LANGUAGE_GR	Grecki
LANGUAGE_HU	Wêgierski
LANGUAGE_IT	W³oski
LANGUAGE_NL	Holenderski
LANGUAGE_PL	Polski
LANGUAGE_PT	Portugalski
LANGUAGE_RO	Rumuñski
LANGUAGE_RU	Rosyjski
LANGUAGE_TR	Turecki
LOAD_ERROR	Plik jest uszkodzony. Proszê zainstalowaæ nowy. Wciœnij teraz ESC.
LOGIN_CONNECT	Po³¹cz
LOGIN_CONNECTING	Zostaniesz po³¹czony z Serwerem
LOGIN_DEFAULT_SERVERADDR	Nazwa Serwera, Kana³ 1
LOGIN_EXIT	WyjdŸ
LOGIN_ID	U¿ytkownik
LOGIN_PASSWORD	Has³o
LOGIN_REGION_TITLE	Wybierz miejsce wydania faktury.
LOGIN_SELECT_BUTTON	Wybierz
LOGIN_SELECT_EXIT	WyjdŸ
LOGIN_SELECT_OK	OK
LOGIN_SELECT_TITLE	Wybierz Serwer
LUCKY_BOX_NOTICE_YANG	Op³ata w Yang za Szczêœliwy Traf
LUCKY_BOX_RECV_BUTTON	Przyjmij przedmiot
LUCKY_BOX_RECV_NAME	Zawartoœæ:
LUCKY_BOX_RETRY_BUTTON	Szczêœliwy Traf
LUCKY_BOX_TITLE_NAME	Skrzyneczka Losu
MAILBOX_POST_ALL_DELETE_BUTTON	Usuñ wszystkie
MAILBOX_POST_ALL_RECEIVE	Odbierz wszystkie
MAILBOX_POST_READ_BLOCK	Zablokuj
MAILBOX_POST_READ_DELETE	Usuñ
MAILBOX_POST_READ_FROM	Od
MAILBOX_POST_READ_MAIN_TITLE	Wiadomoœæ
MAILBOX_POST_READ_RECV	Odbierz
MAILBOX_POST_READ_TITLE	Temat
MAILBOX_POST_SEND_TITLE	Wiadomoœæ
MAILBOX_POST_WRITE_BUTTON_TEXT	Wyœlij
MAILBOX_POST_WRITE_CLOSE_TEXT	Zamknij
MAILBOX_POST_WRITE_CONFIRM_TEXT	SprawdŸ odbiorcê
MAILBOX_POST_WRITE_SEND_TEXT	Wyœlij
MAILBOX_POST_WRITE_TITLE	Temat
MAILBOX_POST_WRITE_TO	Do
MAILBOX_TITLE	Skrzynka odbiorcza
MALL_PASSWORD_TITLE	Has³o
MALL_TITLE	Magazyn ItemShopu
MARKET_TITLE	£aduj
MARKLIST_REFRESH	Odœwie¿
MARKLIST_TITLE	Zarejestruj Znak Gildii
MC_EXCHANGE_BUTTON	Zamieñ
MC_MISSION_INIT_BUTTON	Zresetuj poziom misji
MC_MOTION_BUTTON	Ruch
MC_POLY_BUTTON	Transformuj
MC_PROMOTION_BUTTON	Ulepsz
MC_REQUEST_MISSION_BUTTON	Przyjmij misjê
MC_REWARD_CARD_BUTTON	Odbierz kartê potwora
MC_SHUFFLE_BUTTON	Przetasuj karty misji
MC_SUMMON_BUTTON	Przywo³aj
MC_TAB_BUTTON_CARD_MISSION	Misji karty
MC_TAB_BUTTON_PARTY	Kolekcja do lochów
MC_TAB_BUTTON_SOLO	Kolekcja otwartego œwiata
MC_WARP_BUTTON	Teleportuj
MESSAGE	To jest Wiadomoœæ
MESSENGER_ADD_FRIEND	Dodaj przyjaciela
MESSENGER_BLOCK_FRIEND	Zablokuj
MESSENGER_DELETE_FRIEND	Usuñ
MESSENGER_MOBILE	Wyœlij SMS
MESSENGER_OPEN_GUILD	Otwórz Okno Gildii
MESSENGER_TITLE	Przyjaciele
MESSENGER_USE_GUILD_MOVE_SKILL	U¿yj Umiejêtnoœci Przemieszczania Gildii
MESSENGER_WHISPER	Szept
MINIGAME_FISH_EVENT_USE_COUNT	Iloœæ
MINIMIZE	Minimalizuj [ESC]
MINI_BOSS_DUNGEON_DESC_BTN	Zasady eventu
MINI_BOSS_DUNGEON_TITLE_NAME	Uczestnicy
MINI_BOSS_DUNGEON_TITLE_NUM	Ranga
MINI_BOSS_DUNGEON_TITLE_POINT	Punkty apokalipsy
MINI_BOSS_DUNGEON_TOOTIP_01	Podgl¹d lochów
MINI_BOSS_DUNGEON_TOOTIP_02	Apokalipsa dla poziomów 40 do 80
MINI_BOSS_DUNGEON_TOOTIP_03	Apokalipsa od poziomu 81
MINI_BOSS_DUNGEON_TOOTIP_04	WejdŸ
MINI_BOSS_DUNGEON_TOOTIP_05	Pozosta³y czas
MINI_BOSS_DUNGEON_TOOTIP_06	Moje punkty apokalipsy
MINI_BOSS_DUNGEON_TOOTIP_07	Pozosta³e apokalipsy
MINI_BOSS_DUNGEON_TOOTIP_08	Moja nagroda
MINI_BOSS_TITLE	Apokalipsa Zodiaku
MINI_GAME_BLACK_AND_WHITE_DONATE	Wp³aæ
MINI_GAME_BLACK_AND_WHITE_GAME_TITLE	Bitwa Proroków
MINI_GAME_BLACK_AND_WHITE_RANK_BUTTON	Ranking
MINI_GAME_BLACK_AND_WHITE_REWARD_TRADE	Nagrody
MINI_GAME_BLACK_AND_WHITE_START_BUTTON	Start
MINI_GAME_BLACK_AND_WHITE_WAITTING_TITLE	Bitwa Proroków
MINI_GAME_CATCHKING_CHALLENGE	Stawka
MINI_GAME_CATCHKING_HELP_TEXT	Zasady
MINI_GAME_CATCHKING_HIGH_SCORE	Wynik
MINI_GAME_CATCHKING_MYNUMBER	Moja karta
MINI_GAME_CATCHKING_POPUP_CONFIRM	Otwórz/zamknij okno
MINI_GAME_CATCHKING_RETRY	Graj od nowa
MINI_GAME_CATCHKING_REWARD	Twoja wygrana
MINI_GAME_CATCHKING_SCORE	Punkty
MINI_GAME_CATCHKING_SELECTION_NUMBER	Odkryte karty
MINI_GAME_CATCHKING_START_TEXT	Start
MINI_GAME_CATCHKING_TITLE	Schwytaj Króla
MINI_GAME_FISH_HELP_TEXT	Pomoc
MINI_GAME_FISH_START_TEXT	Start
MINI_GAME_FISH_TITLE	Wêdkarskie puzzle
MINI_GAME_RUMI_DISCARD_TEXT	Tryb bezpieczny
MINI_GAME_RUMI_EXIT	Zakoñcz
MINI_GAME_RUMI_LBUTTON_DESC	Dodaj kartê klikniêciem LPM
MINI_GAME_RUMI_RBUTTON_DESC	Usuñ kartê klikniêciem PPM
MINI_GAME_RUMI_SCORE	Punkty
MINI_GAME_RUMI_START_TEXT	Start
MINI_GAME_RUMI_TITLE	Metin2: Gra w Karty Okey
MINI_GAME_YUTNORI_COM_TEXT	Komputer
MINI_GAME_YUTNORI_PLAYER_TEXT	Gracz
MINI_GAME_YUTNORI_PROBABILITY	Szansa
MINI_GAME_YUTNORI_PROB_DESC	Wybierz rzut Yut, by dodaæ mu wiêkszej szansy.
MINI_GAME_YUTNORI_REMAIN_COUNT	Ruchy
MINI_GAME_YUTNORI_REWARD_TEXT	Nagroda
MINI_GAME_YUTNORI_SCORE	Punktacja
MINI_GAME_YUTNORI_START_TEXT	Start
MINI_GAME_YUTNORI_THROW	Rzuæ
MINI_GAME_YUTNORI_TITLE	Yutnori
MINI_GAME_YUTNORI_YUTSEM1	Do
MINI_GAME_YUTNORI_YUTSEM2	Ge
MINI_GAME_YUTNORI_YUTSEM3	Geol
MINI_GAME_YUTNORI_YUTSEM4	Yut
MINI_GAME_YUTNORI_YUTSEM5	Mo
MINI_GAME_YUTNORI_YUTSEM6	Wstecz do
MISTS_ISLAND_EMPIRE_NAME	Nazwa Królestwa
MISTS_ISLAND_EMPIRE_SCORE	Iloœæ punktów Królestwa
MISTS_ISLAND_END_TIME	Data zakoñczenia
MISTS_ISLAND_EXIT	WyjdŸ
MISTS_ISLAND_INFO_TEXT	Informacja o randze i statusie
MISTS_ISLAND_RANK	Ranga
MISTS_ISLAND_SCORE	Iloœæ punktów
MISTS_ISLAND_TITLE_RANK	Informacja o randze i statusie
MISTS_ISLAND_TITLE_SCORE	Podgl¹d
MOUSEBUTTON_ATTACK	Atak
MOUSEBUTTON_AUTO_ATTACK	Auto Atak
MOUSEBUTTON_CAMERA	Kamera
MOUSEBUTTON_SKILL	Umiejêtnoœci
MUSICLIST_TITLE	Wybór muzyki
MYSHOP_DECO_CANCEL	Zamknij
MYSHOP_DECO_DEFAULT	Standard
MYSHOP_DECO_NEXT	Dalej
MYSHOP_DECO_OK	PotwierdŸ
MYSHOP_DECO_PREV	Wróæ
MYSHOP_DECO_SELECT_MODEL	Wybierz wygl¹d swojego sklepu.
MYSHOP_DECO_SELECT_TITLE	Wybierz wygl¹d swojej nazwy.
NO	Nie
OK	OK
OPPOSITES	Odrzuæ
OPTION_ALWAYS_SHOW_NAME	Nazwa
OPTION_ALWAYS_SHOW_NAME_OFF	Ograniczony
OPTION_ALWAYS_SHOW_NAME_ON	Zawsze
OPTION_BLOCK	Blokuj
OPTION_BLOCK_EXCHANGE	Handel
OPTION_BLOCK_FRIEND	Przyjaciele
OPTION_BLOCK_GUILD	Gildia
OPTION_BLOCK_PARTY	Grupa
OPTION_BLOCK_PARTY_REQUEST	Proœba
OPTION_BLOCK_WHISPER	Szept
OPTION_CAMERA_DISTANCE	Kamera
OPTION_CAMERA_DISTANCE_LONG	Dalej
OPTION_CAMERA_DISTANCE_SHORT	Bli¿ej
OPTION_DELETE_MOBILE_BUTTON	Usuñ Numer Telefonu Komórkowego
OPTION_EFFECT	Info o traf.
OPTION_ENV_EFFECT	Otoczenie
OPTION_ENV_EFFECT_OFF	WY£
OPTION_ENV_EFFECT_ON	W£
OPTION_FOG	Mg³a
OPTION_FOG_DENSE	Gêsta
OPTION_FOG_LIGHT	Œwiat³o
OPTION_FOG_MIDDLE	Œrodek
OPTION_FOG_OFF	Wy³¹cz
OPTION_FOG_ON	W³¹cz
OPTION_INPUT_MOBILE_BUTTON	Wybierz Numer Telefonu Komórkowego
OPTION_KEY_SETTING	Klawiatura
OPTION_LANGUAGE_CHANGE	Zastosuj
OPTION_LANGUAGE_SELECT	Jêzyk
OPTION_MOBILE	Telefon Komórkowy
OPTION_MOB_INFO	Info potw.
OPTION_MOB_INFO_AGGR	Agresywny
OPTION_MOB_INFO_LEVEL	Poziom
OPTION_MUSIC	Muzyka
OPTION_MUSIC_CHANGE	Zmieñ
OPTION_MUSIC_DEFAULT_THEMA	Standardowa Muzyka Metin2
OPTION_NAME_COLOR	Kolor Nazw
OPTION_NAME_COLOR_EMPIRE	Królestwa
OPTION_NAME_COLOR_NORMAL	Normalny
OPTION_NIGHT_MODE	Noc
OPTION_NIGHT_MODE_OFF	WY£
OPTION_NIGHT_MODE_ON	W£
OPTION_PVPMODE	Tryb PvP
OPTION_PVPMODE_FREE	Wolny
OPTION_PVPMODE_FREE_TOOLTIP	Mo¿esz atakowaæ wszystkich graczy.
OPTION_PVPMODE_GUILD	Gildia
OPTION_PVPMODE_GUILD_TOOLTIP	Mo¿esz atakowaæ wszystkich graczy oprócz Cz³onków swojej Gildii.
OPTION_PVPMODE_PEACE	Pokój
OPTION_PVPMODE_PEACE_TOOLTIP	Nie mo¿esz zaatakowaæ ¿adnego gracza swojego królestwa.
OPTION_PVPMODE_REVENGE	Wrogi
OPTION_PVPMODE_REVENGE_TOOLTIP	Mo¿esz atakowaæ tylko tych, którzy maj¹ negatywn¹ Rangê.
OPTION_SETTING	Otwórz
OPTION_SNOW_MODE	Opady œniegu
OPTION_SNOW_MODE_OFF	WY£
OPTION_SNOW_MODE_ON	W£
OPTION_SNOW_TEXTURE_MODE	Œnieg
OPTION_SNOW_TEXTURE_MODE_OFF	WY£
OPTION_SNOW_TEXTURE_MODE_ON	W£
OPTION_SOUND	Efekty
OPTION_TARGET_BOARD	Menu Celu
OPTION_TARGET_BOARD_NO_VIEW	Zamknij
OPTION_TARGET_BOARD_VIEW	Poka¿
OPTION_TITLE	Opcje
OPTION_VIEW_CHAT	Linia Czatu
OPTION_VIEW_CHAT_OFF	Ukryj
OPTION_VIEW_CHAT_ON	Poka¿
PARTY_MATCH_TEXT_DUNGEON_NAME	Lochy
PARTY_MATCH_TEXT_DUNGEON_SELECT	Wybierz loch
PARTY_MATCH_TEXT_ENTREE_LEVEL	Poziom: %d
PARTY_MATCH_TEXT_LEVEL_LIMIT	Wymagania poziomu
PARTY_MATCH_TEXT_REQUEST_MATCH	Szukaj
PARTY_MATCH_TEXT_REQUEST_MATCH_CANCEL	Anuluj
PARTY_MATCH_TEXT_REQUIRED_ITEMS	Wymagania przedmiotu
PARTY_MEMBER_INFO_NAME	Nazwa Cz³onka Grupy
PASSWORD_DESC_1	Podaj has³o,
PASSWORD_DESC_2	by otworzyæ magazyn.
PASSWORD_DESC_3	Zmieni³eœ/aœ ju¿ has³o?
PASSWORD_DESC_4	Jeœli nie, to Twoim has³em jest: "000000".
PASSWORD_DESC_5	Zmieñ swoje has³o w magazynie.
PASSWORD_TITLE	Zapamiêtywanie Has³a
PET_AGE_TEXT	Wiek zwierzaka
PET_ATTR_CHANGE_ITEM_TEXT	Zaczaruj zwierzaka
PET_ATTR_CHANGE_TITLE	Zmieñ typ zwierzaka
PET_ATTR_CONFIRMATION	Zmieñ
PET_ATTR_DETERMINE_TITLE	Nowy typ zwierzaka
PET_ATTR_OK	Zamknij
PET_CHANGE_TEXT	Zwierzak
PET_FEED_TITLE	Nakarm
PET_FFED_BUTTON_TEXT	Nakarm
PET_HATCHING_BUTTON	Wykluj
PET_HATCHING_NIK	Imiê zwierzaka
PET_HATCHING_WINDOW_TITLE	Inkubator
PET_INFORMATION_ABILITIES	Bonusy
PET_INFORMATION_AGE	Wiek
PET_INFORMATION_COSTUME_BONUS	Bonus kostiumu
PET_INFORMATION_DEFENCE	Obrona
PET_INFORMATION_EVOL_BUTTON	Rozwój
PET_INFORMATION_EXP	Doœwiadczenie
PET_INFORMATION_EXP_BUTTON	Przedmiot EXP
PET_INFORMATION_HP	P¯
PET_INFORMATION_LEVEL	Poziom
PET_INFORMATION_LIFE	Czas trwania
PET_INFORMATION_LIFETIME_BUTTON	Nakarm
PET_INFORMATION_LIFE_TIME	godz.
PET_INFORMATION_SKILL	Umiejêtnoœæ
PET_INFORMATION_SP	PE
PET_INFORMATION_TITLE	Zwierzak
PET_NAME_CHANGE_BUTTON	Zmieñ
PET_NAME_CHANGE_WINDOW_TITLE	Zmieñ nazwê
PET_REVIVE_BUTTON	Wskrzeszenie
PET_REVIVE_CANCEL_BUTTON	Anuluj
PET_REVIVE_MATERIAL_TITLE	Materia³
PET_REVIVE_REUSLT_TEXT	Rezultat
PET_REVIVE_TARGET	Zwierzak do wskrzeszenia
PET_REVIVE_TITLE	Wskrzesz zwierzaka
PICK_MONEY_TITLE	Podziel
PRIVATESHOPSEARCH_BUY	Kup
PRIVATESHOPSEARCH_COUNT	Iloœæ
PRIVATESHOPSEARCH_ITEMNAME	Nazwa
PRIVATESHOPSEARCH_ITEMTYPE	Przedmioty
PRIVATESHOPSEARCH_JOB	Klasa
PRIVATESHOPSEARCH_LEVEL	Poziom
PRIVATESHOPSEARCH_PRICE	Cena
PRIVATESHOPSEARCH_REFINE	Poziom przedmiotu
PRIVATESHOPSEARCH_SEARCH	Szukaj
PRIVATESHOPSEARCH_SEARCH_BAR	Szukaj
PRIVATESHOPSEARCH_SELECT	Wybierz
PRIVATESHOPSEARCH_SELLER	Sprzedawca
PRIVATE_SHOP_CLOSE_BUTTON	Zamknij Sklep
PRIVATE_SHOP_NAME	Nazwa Sklepu
PRIVATE_SHOP_TITLE	Otwórz w³asny Sklep
QUEST_UI_TEXT_COLLECTION	Zadania Biologa
QUEST_UI_TEXT_DAILY	Codzienna misja
QUEST_UI_TEXT_EVENT	Misje eventowe
QUEST_UI_TEXT_LEVELUP	Polowanie
QUEST_UI_TEXT_MAIN	Misje g³ówne
QUEST_UI_TEXT_SCROLL	Misje Ksiêgi Misji
QUEST_UI_TEXT_SUB	Misje dodatkowe
QUEST_UI_TEXT_SYSTEM	Misje gry
REFINE_COST	Ulepszanie Kosztuje: 0 Yang
REFINE_ELEMENT_CHANGE_COST_TITLE	Koszty
REFINE_ELEMENT_CHANGE_DARK	Mrok
REFINE_ELEMENT_CHANGE_EARTH	Ziemia
REFINE_ELEMENT_CHANGE_ELECT	B³yskawica
REFINE_ELEMENT_CHANGE_FIRE	Ogieñ
REFINE_ELEMENT_CHANGE_ICE	Lód
REFINE_ELEMENT_CHANGE_TITLE	Zmieñ ¿ywio³
REFINE_ELEMENT_CHANGE_WIND	Wiatr
REFINE_ELEMENT_DOWNGRADE_TITLE	Degradacja
REFINE_ELEMENT_UPGRADE_TITLE	Ulepszenie
REFINE_INFO	Szansa na udane Ulepszenie: 100%
REFINE_MONEY	Op³ata za uszlachetnienie
REFINE_SELECT	Uszlachetnienie
REFINE_TTILE	Ulepszanie
REPORT_VIOLENT_WHISPER	
RESTART_GIVEUP	Poddaj siê
RESTART_HERE	Rozpocznij tutaj
RESTART_IMMEDIATE	Reinkarnacja
RESTART_TOWN	Rozpocznij w Mieœcie
ROULETTE_SPECIAL_TITLE	Nagrody (%s)
ROULETTE_SPIN_TEXT1	ZAKRÊÆ
ROULETTE_SPIN_TEXT2	50 dusz
ROULETTE_SPIN_TEXT3	250 000 Yang
ROULETTE_TITLE	Nagrody
SAFE_CHANGE_PASSWORD	Zmieñ Has³o
SAFE_TITLE	Magazyn
SELECT_ATTR_CHANGED	Nowe
SELECT_ATTR_CURRENT	Stare
SELECT_ATTR_SELECT	Wybierz
SELECT_ATTR_TITLE	Zaczarowanie przedmiotu+
SELECT_ATT_GRADE	SI£A
SELECT_CREATE	Stwórz
SELECT_DELETE	Usuñ
SELECT_DEX_GRADE	ZRÊ
SELECT_EMPIRE_NAME	Nazwa Królestwa
SELECT_EXIT	Zamknij
SELECT_HP	P¯
SELECT_LEVEL	Poziom
SELECT_METIN_STONE_TITLE	Wybierz Kamieñ Duszy
SELECT_NAME	Nazwa
SELECT_NO_GUILD	Brak Gildii
SELECT_PLAYTIME	Czas gry
SELECT_SELECT	Start
SELECT_SP	PE
SELECT_TITLE	Wybierz Tytu³
SHOP_BUY	Kup
SHOP_SELL	Sprzedaj
SHOP_TITLE	Sklep
SKILL_SUPPORT_TITLE	Standardowe Umiejêtnoœci
STEP	Stopieñ jakoœci
STEP_SELECT	Stopieñ jakoœci
STRENGTH	Wzmocnienie
STRENGTH_SELECT	Poziom
STRUCTURE_VIEW_MODE	Dekoracja
STRUCTURE_VIEW_TYPE_STRUCTURE	Ukryj
SYSTEMOPTION_TITLE	Opcje Systemowe
SYSTEM_CHANGE	Zmieñ Postaæ
SYSTEM_EXIT	WyjdŸ z Gry
SYSTEM_HELP	Pomoc
SYSTEM_LOGOUT	Wyloguj
SYSTEM_MALL	Sklep z Przedmiotami
SYSTEM_MOVE_CHANNEL	Zmiana kana³u
SYSTEM_OPTION	Opcje Systemowe
TASKBAR_CHARACTER	Postaæ [C/V/B/N]
TASKBAR_CHAT	Okno Chatu [Enter]
TASKBAR_DISABLE	Dezaktywowano
TASKBAR_DRAGON_SOUL	Alchemia Smoczych Kamieni [O]
TASKBAR_EXPAND	Powiêksz okno
TASKBAR_INVENTORY	Ekwipunek [I]
TASKBAR_MESSENGER	Przyjaciele [Alt+M]
TASKBAR_MONEY_EXPAND	Maj¹tek
TASKBAR_NEXT_QUICKSLOT	Nastêpne Szybkie Pole Dostêpu [Shift+Numer, Alt]
TASKBAR_PET_INFO	Zwierzak: info
TASKBAR_PREV_QUICKSLOT	Poprzednie Szybkie Pole Dostêpu [Shift+Numer]
TASKBAR_SYSTEM	Opcje [ESC]
TOTAL_RANKING	Ogólny ranking
WARP_MI_LABEL	Do zaatakowanego relikwiarza
WEEKLY_RANKING	Tygodniowy ranking
WHISPER_BAN	Blokuj
WHISPER_NAME	Szept
WHISPER_REPORT	
WHISPER_SEND	Wyœlij
YES	Tak
ZONE_MAP	Podgl¹d Mapy
PET_MISSING_1	Umiejetnosc
PET_MISSING_2	Punkty zycia
