TELEPORT_PANEL_TITLE	Teleporter
HELP_GUILD_WINDOW	Gildenfenster öffnen: Alt + G
HELP_HELP	Hilfe anzeigen: H
HELP_HELP_KEY	Die Hilfe zeigt die Standardeinstellungen an.
HELP_HP	Trefferpunkte (TP)
HELP_KEYSETTING	Du kannst in den Spieloptionen deine eigenen Tastenkombinationen einstellen.
HELP_MESSENGER_WINDOW	Freundesliste öffnen: Alt + M
HELP_MINIMAP	Zeigt Minikarte an.
HELP_MINIMAP_QUEST	In der Mini- und Übersichtskarte werden dir Aufträge blinkend angezeigt.
HELP_MOUSE_LEFT	Funktion der linken Maustaste
HELP_MOUSE_RIGHT	Funktion der rechten Maustaste
HELP_MOVE_KEY	Steuerung: W, A, S, D oder Pfeiltasten
HELP_OFF_QUESTSCROLL	Mit <STRG> + Q kannst du die Questrollen ein- und ausblenden.
HELP_OPEN_CHARACTER	Charakterfenster öffnen: C
HELP_OPEN_CHAT	Chat-Fenster öffnen: Enter
HELP_OPEN_INVENTORY	Inventarfenster öffnen: I
HELP_OPEN_LOG	Chat-Protokoll (Log) öffnen: L
HELP_OPEN_MINIMAP	Minikarte öffnen: Shift + M
HELP_OPEN_QUEST	Auftragsfenster öffnen: N
HELP_OPEN_SKILL	Fertigkeitenfenster öffnen: V
HELP_OPEN_WHISPER	Flüsterfenster öffnen: Shift + Enter
HELP_OPEN_ZONEMAP	Übersichtskarte öffnen: M
HELP_PICK_ITEM	Gegenstände aufheben: ^ oder Y oder linke Maustaste
HELP_QUICKSLOT	Schnellzugriffsfelder
HELP_SCREEN_CAPTURE	Screenshot speichern: Druck bzw. Print (Speicherort ist der Ordner "Metin2\screenshot")
HELP_SERVER	Zeigt dir Server und Channel an.
HELP_SHOW_ALL_NAME	Namen anzeigen: Alt
HELP_SKILL	Hier kannst du eine Fertigkeit mit der rechten Maustaste nutzen.
HELP_SP	Manapunkte (MP)
HELP_SYSTEM_BUTTON	Systemtasten
INVENTORY_PAGE_BUTTON_TOOLTIP_1	1. Inventar
INVENTORY_PAGE_BUTTON_TOOLTIP_2	2. Inventar
INVENTORY_PAGE_BUTTON_TOOLTIP_3	3. Inventar
INVENTORY_PAGE_BUTTON_TOOLTIP_4	4. Inventar
INVENTORY_TITLE	Inventar
ITEM_MALL	Item-Shop
KEYCHANGE_ACTION_WINDOW	Aktionen
KEYCHANGE_ATTACK	Angreifen
KEYCHANGE_AUTORUN	Autom. laufen
KEYCHANGE_AUTO_WINDOW	Autojagd
KEYCHANGE_BASEACTION	Grundeinstellungen
KEYCHANGE_CAM_DOWN1	Kamera (runter)
KEYCHANGE_CAM_DOWN2	Kamera (runter)
KEYCHANGE_CAM_LEFT1	Kamera (links)
KEYCHANGE_CAM_LEFT2	Kamera (links)
KEYCHANGE_CAM_RIGHT1	Kamera (rechts)
KEYCHANGE_CAM_RIGHT2	Kamera (rechts)
KEYCHANGE_CAM_UP1	Kamera (hoch)
KEYCHANGE_CAM_UP2	Kamera (hoch)
KEYCHANGE_CAM_ZOOM_IN1	Kamera (Zoom +)
KEYCHANGE_CAM_ZOOM_IN2	Kamera (Zoom +)
KEYCHANGE_CAM_ZOOM_OUT1	Kamera (Zoom -)
KEYCHANGE_CAM_ZOOM_OUT2	Kamera (Zoom -)
KEYCHANGE_CANCLE	Abbrechen
KEYCHANGE_CHAT_WINDOW	Chat-Protokoll
KEYCHANGE_CLEAR	Standard
KEYCHANGE_DDS_WINDOW	DSS
KEYCHANGE_DOWN1	Rückwärts
KEYCHANGE_DOWN2	Rückwärts
KEYCHANGE_DSS1	DS [Himmel]
KEYCHANGE_DSS2	DS [Erde]
KEYCHANGE_EMOTION1	Emotion (traurig)
KEYCHANGE_EMOTION2	Emotion (Yang)
KEYCHANGE_EMOTION3	Emotion (Musik)
KEYCHANGE_EMOTION4	Emotion (Herz)
KEYCHANGE_EMOTION5	Emotion (Herzchen)
KEYCHANGE_EMOTION6	Emotion (Bombe)
KEYCHANGE_EMOTION7	Emotion (Einfall)
KEYCHANGE_EMOTION8	Emotion (Gewitter)
KEYCHANGE_EMOTION9	Emotion (Sorry)
KEYCHANGE_GUILD_WINDOW	Gilde
KEYCHANGE_HELP_WINDOW	Hilfe
KEYCHANGE_IMPOSSIBLE_CHANGE	[STRG], [ALT], [UMSCHALT] sind hier nicht erlaubt!
KEYCHANGE_INGAMEEVENT	EVENT
KEYCHANGE_INTERFACE	Fenster
KEYCHANGE_INVENTORY_WINDOW	Inventar
KEYCHANGE_KEY_SETTING	Tastatureinstellungen
KEYCHANGE_LEFT1	Links
KEYCHANGE_LEFT2	Links
KEYCHANGE_MESSENGER_WINDOW	Freunde
KEYCHANGE_MINIMAP_MINER	Minimap (-)
KEYCHANGE_MINIMAP_PLUS	Minimap (+)
KEYCHANGE_MINIMAP_WINDOW	Übersichtskarte
KEYCHANGE_MONSTER_CARD_WINDOW	Monsterkarte
KEYCHANGE_NEXT_TARGET	Nächstes Ziel
KEYCHANGE_PARTY_MATCH_WINDOW	Gruppensuche
KEYCHANGE_PET_WINDOW	Pet
KEYCHANGE_QUEST_SCROLL_ONOFF	Questanzeige
KEYCHANGE_QUEST_WINDOW	Missionen
KEYCHANGE_QUICKSLOT1	Ebene 1
KEYCHANGE_QUICKSLOT2	Ebene 2
KEYCHANGE_QUICKSLOT3	Ebene 3
KEYCHANGE_QUICKSLOT4	Ebene 4
KEYCHANGE_RIDE	Reiten
KEYCHANGE_RIDE_BYE	Pferd wegschicken
KEYCHANGE_RIDE_HORSE	Reiten
KEYCHANGE_RIDE_PEED	Pferd füttern
KEYCHANGE_RIGHT1	Rechts
KEYCHANGE_RIGHT2	Rechts
KEYCHANGE_ROOT1	Aufheben
KEYCHANGE_ROOT2	Aufheben
KEYCHANGE_SAVE	Speichern
KEYCHANGE_SCREENSHOT	Schnappschuss
KEYCHANGE_SHOW_NAME	Namen anzeigen
KEYCHANGE_SKILL_WINDOW	Fertigkeiten
KEYCHANGE_SLOT1	Slot 1
KEYCHANGE_SLOT2	Slot 2
KEYCHANGE_SLOT3	Slot 3
KEYCHANGE_SLOT4	Slot 4
KEYCHANGE_SLOT5	Slot 5
KEYCHANGE_SLOT6	Slot 6
KEYCHANGE_SLOT7	Slot 7
KEYCHANGE_SLOT8	Slot 8
KEYCHANGE_SLOT_KET	Schnellzugriff
KEYCHANGE_STATUS_WINDOW	Charakter
KEYCHANGE_UP1	Vorwärts
KEYCHANGE_UP2	Vorwärts
LANGUAGE_AE	Arabisch
LANGUAGE_CZ	Tschechisch
LANGUAGE_DE	Deutsch
LANGUAGE_DK	Dänisch
LANGUAGE_EN	Englisch
LANGUAGE_ES	Spanisch
LANGUAGE_FR	Französisch
LANGUAGE_GR	Griechisch
LANGUAGE_HU	Ungarisch
LANGUAGE_IT	Italienisch
LANGUAGE_NL	Niederländisch
LANGUAGE_PL	Polnisch
LANGUAGE_PT	Portugiesisch
LANGUAGE_RO	Rumänisch
LANGUAGE_RU	Russisch
LANGUAGE_TR	Türkisch
LOAD_ERROR	Die Datendatei ist beschädigt. Bitte Client neu installieren. Drücke jetzt die Taste ESC.
LOGIN_CONNECT	Verbinden
LOGIN_CONNECTING	Du wirst mit dem Server verbunden.
LOGIN_DEFAULT_SERVERADDR	Servername, Channel 1
LOGIN_EXIT	Beenden
LOGIN_ID	Benutzername
LOGIN_PASSWORD	Passwort
LOGIN_REGION_TITLE	Ort für die Rechnungsstellung wählen
LOGIN_SELECT_BUTTON	Wählen
LOGIN_SELECT_EXIT	Beenden
LOGIN_SELECT_OK	OK
LOGIN_SELECT_TITLE	Server wählen
LUCKY_BOX_NOTICE_YANG	Yang-Gebühr für neues Item-Glück
LUCKY_BOX_RECV_BUTTON	Item annehmen
LUCKY_BOX_RECV_NAME	Inhalt:
LUCKY_BOX_RETRY_BUTTON	Neues Item-Glück
LUCKY_BOX_TITLE_NAME	Glückskistchen
MAILBOX_POST_ALL_DELETE_BUTTON	Alle löschen
MAILBOX_POST_ALL_RECEIVE	Alle annehmen
MAILBOX_POST_READ_BLOCK	Blockieren
MAILBOX_POST_READ_DELETE	Löschen
MAILBOX_POST_READ_FROM	Von
MAILBOX_POST_READ_MAIN_TITLE	Nachricht
MAILBOX_POST_READ_RECV	Annehmen
MAILBOX_POST_READ_TITLE	Betreff
MAILBOX_POST_SEND_TITLE	Nachricht
MAILBOX_POST_WRITE_BUTTON_TEXT	Senden
MAILBOX_POST_WRITE_CLOSE_TEXT	Schließen
MAILBOX_POST_WRITE_CONFIRM_TEXT	Empfänger prüfen
MAILBOX_POST_WRITE_SEND_TEXT	Senden
MAILBOX_POST_WRITE_TITLE	Betreff
MAILBOX_POST_WRITE_TO	An
MAILBOX_TITLE	Posteingang
MALL_PASSWORD_TITLE	Passwort
MALL_TITLE	Itemshop-Lager
MARKET_TITLE	Laden
MARKLIST_REFRESH	Aktualisieren
MARKLIST_TITLE	Gildenzeichen registrieren
MC_EXCHANGE_BUTTON	Austauschen
MC_MISSION_INIT_BUTTON	Missionsstufe zurücksetzen
MC_MOTION_BUTTON	Bewegung
MC_POLY_BUTTON	Verwandeln
MC_PROMOTION_BUTTON	Verbessern
MC_REQUEST_MISSION_BUTTON	Mission erhalten
MC_REWARD_CARD_BUTTON	Monsterkarte erhalten
MC_SHUFFLE_BUTTON	Missionskarten neu anordnen
MC_SUMMON_BUTTON	Beschwören
MC_TAB_BUTTON_CARD_MISSION	Kartenmission
MC_TAB_BUTTON_PARTY	Dungeon-Sammlung
MC_TAB_BUTTON_SOLO	Feldsammlung
MC_WARP_BUTTON	Teleportieren
MESSAGE	Dies ist eine Nachricht
MESSENGER_ADD_FRIEND	Freund hinzufügen
MESSENGER_BLOCK_FRIEND	Blockieren
MESSENGER_DELETE_FRIEND	Löschen
MESSENGER_MOBILE	SMS senden
MESSENGER_OPEN_GUILD	Gildenfenster öffnen
MESSENGER_TITLE	Freunde
MESSENGER_USE_GUILD_MOVE_SKILL	Verwende die Gildenbewegungsfertigkeit
MESSENGER_WHISPER	Flüstern
MINIGAME_FISH_EVENT_USE_COUNT	Anzahl
MINIMIZE	Minimieren [ESC]
MINI_BOSS_DUNGEON_DESC_BTN	Eventregeln
MINI_BOSS_DUNGEON_TITLE_NAME	Teilnehmer
MINI_BOSS_DUNGEON_TITLE_NUM	Rang
MINI_BOSS_DUNGEON_TITLE_POINT	Apokalypsenpunkte
MINI_BOSS_DUNGEON_TOOTIP_01	Dungeon-Übersicht
MINI_BOSS_DUNGEON_TOOTIP_02	Apokalypse für Level 40 bis 80
MINI_BOSS_DUNGEON_TOOTIP_03	Apokalypse ab Level 81
MINI_BOSS_DUNGEON_TOOTIP_04	Betreten
MINI_BOSS_DUNGEON_TOOTIP_05	Verbleibende Zeit
MINI_BOSS_DUNGEON_TOOTIP_06	Meine Apokalypsenpunkte
MINI_BOSS_DUNGEON_TOOTIP_07	Verbleibende Apokalypsen
MINI_BOSS_DUNGEON_TOOTIP_08	Meine Belohnung
MINI_BOSS_TITLE	Zodiak-Apokalypse
MINI_GAME_BLACK_AND_WHITE_DONATE	Spenden
MINI_GAME_BLACK_AND_WHITE_GAME_TITLE	Seherwettstreit
MINI_GAME_BLACK_AND_WHITE_RANK_BUTTON	Rangliste
MINI_GAME_BLACK_AND_WHITE_REWARD_TRADE	Preise
MINI_GAME_BLACK_AND_WHITE_START_BUTTON	Start
MINI_GAME_BLACK_AND_WHITE_WAITTING_TITLE	Seherwettstreit
MINI_GAME_CATCHKING_CHALLENGE	Einsatz
MINI_GAME_CATCHKING_HELP_TEXT	Regeln
MINI_GAME_CATCHKING_HIGH_SCORE	High Score
MINI_GAME_CATCHKING_MYNUMBER	Meine Karte
MINI_GAME_CATCHKING_POPUP_CONFIRM	Pop-Up an/aus
MINI_GAME_CATCHKING_RETRY	Neu spielen
MINI_GAME_CATCHKING_REWARD	Dein Gewinn
MINI_GAME_CATCHKING_SCORE	Punkte
MINI_GAME_CATCHKING_SELECTION_NUMBER	Aufgedeckte Karte
MINI_GAME_CATCHKING_START_TEXT	Start
MINI_GAME_CATCHKING_TITLE	Schnapp den König
MINI_GAME_FISH_HELP_TEXT	Hilfe
MINI_GAME_FISH_START_TEXT	Start
MINI_GAME_FISH_TITLE	Fischpuzzlespiel
MINI_GAME_RUMI_DISCARD_TEXT	Sicherer Modus
MINI_GAME_RUMI_EXIT	Beenden
MINI_GAME_RUMI_LBUTTON_DESC	Karte mit Linksklick hinzufügen
MINI_GAME_RUMI_RBUTTON_DESC	Karte mit Rechtsklick entfernen
MINI_GAME_RUMI_SCORE	Punkte
MINI_GAME_RUMI_START_TEXT	Start
MINI_GAME_RUMI_TITLE	Metin2 Okey-Kartenspiel
MINI_GAME_YUTNORI_COM_TEXT	Computer
MINI_GAME_YUTNORI_PLAYER_TEXT	Spieler
MINI_GAME_YUTNORI_PROBABILITY	Wahrscheinlichkeit
MINI_GAME_YUTNORI_PROB_DESC	Wähle einen Yut-Wurf aus, um ihm eine höhere Wahrscheinlichkeit zu verleihen.
MINI_GAME_YUTNORI_REMAIN_COUNT	Züge
MINI_GAME_YUTNORI_REWARD_TEXT	Belohnung
MINI_GAME_YUTNORI_SCORE	Punktestand
MINI_GAME_YUTNORI_START_TEXT	Start
MINI_GAME_YUTNORI_THROW	Werfen
MINI_GAME_YUTNORI_TITLE	Yutnori
MINI_GAME_YUTNORI_YUTSEM1	Do
MINI_GAME_YUTNORI_YUTSEM2	Ge
MINI_GAME_YUTNORI_YUTSEM3	Geol
MINI_GAME_YUTNORI_YUTSEM4	Yut
MINI_GAME_YUTNORI_YUTSEM5	Mo
MINI_GAME_YUTNORI_YUTSEM6	Back-do
MISTS_ISLAND_EMPIRE_NAME	Name des Reiches
MISTS_ISLAND_EMPIRE_SCORE	Punktzahl des Reiches
MISTS_ISLAND_END_TIME	Enddatum
MISTS_ISLAND_EXIT	Verlassen
MISTS_ISLAND_INFO_TEXT	Rang- und Statusinfo
MISTS_ISLAND_RANK	Rang
MISTS_ISLAND_SCORE	Punktzahl
MISTS_ISLAND_TITLE_RANK	Info zu Rang und Status
MISTS_ISLAND_TITLE_SCORE	Überblick
MOUSEBUTTON_ATTACK	Angreifen
MOUSEBUTTON_AUTO_ATTACK	Automatisch angreifen
MOUSEBUTTON_CAMERA	Kamera
MOUSEBUTTON_SKILL	Fertigkeiten
MUSICLIST_TITLE	Musikauswahl
MYSHOP_DECO_CANCEL	Schließen
MYSHOP_DECO_DEFAULT	Standard
MYSHOP_DECO_NEXT	Weiter
MYSHOP_DECO_OK	Abschließen
MYSHOP_DECO_PREV	Zurück
MYSHOP_DECO_SELECT_MODEL	Wähle das Aussehen deines Shops aus.
MYSHOP_DECO_SELECT_TITLE	Wähle das Aussehen deines Titels aus.
NO	Nein
OK	OK
OPPOSITES	Ablehnen
OPTION_ALWAYS_SHOW_NAME	Name
OPTION_ALWAYS_SHOW_NAME_OFF	Begrenzt
OPTION_ALWAYS_SHOW_NAME_ON	Immer
OPTION_BLOCK	Abblocken
OPTION_BLOCK_EXCHANGE	Handeln
OPTION_BLOCK_FRIEND	Freunde
OPTION_BLOCK_GUILD	Gilde
OPTION_BLOCK_PARTY	Gruppe
OPTION_BLOCK_PARTY_REQUEST	Anfrage
OPTION_BLOCK_WHISPER	Flüstern
OPTION_CAMERA_DISTANCE	Kamera
OPTION_CAMERA_DISTANCE_LONG	Fern
OPTION_CAMERA_DISTANCE_SHORT	Nah
OPTION_DELETE_MOBILE_BUTTON	Handynummer löschen
OPTION_EFFECT	Trefferanzeige
OPTION_ENV_EFFECT	Umwelt
OPTION_ENV_EFFECT_OFF	Aus
OPTION_ENV_EFFECT_ON	An
OPTION_FOG	Nebel
OPTION_FOG_DENSE	Viel
OPTION_FOG_LIGHT	Wenig
OPTION_FOG_MIDDLE	Mittel
OPTION_FOG_OFF	Aus
OPTION_FOG_ON	An
OPTION_INPUT_MOBILE_BUTTON	Handynummer eingeben
OPTION_KEY_SETTING	Tastatur
OPTION_LANGUAGE_CHANGE	Anwenden
OPTION_LANGUAGE_SELECT	Sprache
OPTION_MOBILE	Handy
OPTION_MOB_INFO	Monsterinfo
OPTION_MOB_INFO_AGGR	Aggressiv
OPTION_MOB_INFO_LEVEL	Level
OPTION_MUSIC	Musik
OPTION_MUSIC_CHANGE	Wechseln
OPTION_MUSIC_DEFAULT_THEMA	Standardtitel von Metin2
OPTION_NAME_COLOR	Farbe Name
OPTION_NAME_COLOR_EMPIRE	Reichsfarbe
OPTION_NAME_COLOR_NORMAL	Normal
OPTION_NIGHT_MODE	Nacht
OPTION_NIGHT_MODE_OFF	Aus
OPTION_NIGHT_MODE_ON	An
OPTION_PVPMODE	PvP-Modus
OPTION_PVPMODE_FREE	Frei
OPTION_PVPMODE_FREE_TOOLTIP	Du darfst alle Spieler angreifen.
OPTION_PVPMODE_GUILD	Gilde
OPTION_PVPMODE_GUILD_TOOLTIP	Du darfst alle Spieler mit Ausnahme von Gildenmitgliedern angreifen.
OPTION_PVPMODE_PEACE	Frieden
OPTION_PVPMODE_PEACE_TOOLTIP	Du darfst keine Spieler deines Reiches angreifen.
OPTION_PVPMODE_REVENGE	Feindlich
OPTION_PVPMODE_REVENGE_TOOLTIP	Du darfst nur Spieler mit einer anderen Gesinnung angreifen.
OPTION_SETTING	Öffnen
OPTION_SNOW_MODE	Schneefall
OPTION_SNOW_MODE_OFF	Aus
OPTION_SNOW_MODE_ON	An
OPTION_SNOW_TEXTURE_MODE	Schnee
OPTION_SNOW_TEXTURE_MODE_OFF	Aus
OPTION_SNOW_TEXTURE_MODE_ON	An
OPTION_SOUND	Effekte
OPTION_TARGET_BOARD	Zielmenü
OPTION_TARGET_BOARD_NO_VIEW	Schließen
OPTION_TARGET_BOARD_VIEW	Anzeigen
OPTION_TITLE	Optionen
OPTION_VIEW_CHAT	Chatzeile
OPTION_VIEW_CHAT_OFF	Ausblenden
OPTION_VIEW_CHAT_ON	Einblenden
PARTY_MATCH_TEXT_DUNGEON_NAME	Dungeon
PARTY_MATCH_TEXT_DUNGEON_SELECT	Wähle Dungeon
PARTY_MATCH_TEXT_ENTREE_LEVEL	Level : %d
PARTY_MATCH_TEXT_LEVEL_LIMIT	Levelanforderung
PARTY_MATCH_TEXT_REQUEST_MATCH	Suchen
PARTY_MATCH_TEXT_REQUEST_MATCH_CANCEL	Abbrechen
PARTY_MATCH_TEXT_REQUIRED_ITEMS	Itemanforderung
PARTY_MEMBER_INFO_NAME	Name des Gruppenmitglieds
PASSWORD_DESC_1	Gib dein Passwort ein,
PASSWORD_DESC_2	um das Lager zu öffnen.
PASSWORD_DESC_3	Passwort schon geändert?
PASSWORD_DESC_4	Wenn nicht, ist dein Passwort: "000000".
PASSWORD_DESC_5	Ändere dein Passwort im Lager.
PASSWORD_TITLE	Speicher-PW
PET_AGE_TEXT	Alter des Pets
PET_ATTR_CHANGE_ITEM_TEXT	Pet verzaubern
PET_ATTR_CHANGE_TITLE	Pettyp ändern
PET_ATTR_CONFIRMATION	Ändern
PET_ATTR_DETERMINE_TITLE	Neuer Pettyp
PET_ATTR_OK	Schließen
PET_CHANGE_TEXT	Pet
PET_FEED_TITLE	Füttern
PET_FFED_BUTTON_TEXT	Füttern
PET_HATCHING_BUTTON	Ausbrüten
PET_HATCHING_NIK	Name des Pets
PET_HATCHING_WINDOW_TITLE	Brutkasten
PET_INFORMATION_ABILITIES	Boni
PET_INFORMATION_AGE	Alter
PET_INFORMATION_COSTUME_BONUS	Kostümbonus
PET_INFORMATION_DEFENCE	Verteidigung
PET_INFORMATION_EVOL_BUTTON	Entwicklung
PET_INFORMATION_EXP	Erfahrung
PET_INFORMATION_EXP_BUTTON	Item EXP
PET_INFORMATION_HP	TP
PET_INFORMATION_LEVEL	Level
PET_INFORMATION_LIFE	Laufzeit
PET_INFORMATION_LIFETIME_BUTTON	Füttern
PET_INFORMATION_LIFE_TIME	Stunden
PET_INFORMATION_SKILL	Fertigkeiten
PET_INFORMATION_SP	MP
PET_INFORMATION_TITLE	Pet
PET_NAME_CHANGE_BUTTON	Ändern
PET_NAME_CHANGE_WINDOW_TITLE	Name ändern
PET_REVIVE_BUTTON	Wiederbeleben
PET_REVIVE_CANCEL_BUTTON	Abbrechen
PET_REVIVE_MATERIAL_TITLE	Material
PET_REVIVE_REUSLT_TEXT	Ergebnis
PET_REVIVE_TARGET	Wiederzubelebendes Pet
PET_REVIVE_TITLE	Pet wiederbeleben
PICK_MONEY_TITLE	Teilen
PRIVATESHOPSEARCH_BUY	Kaufen
PRIVATESHOPSEARCH_COUNT	Anzahl
PRIVATESHOPSEARCH_ITEMNAME	Name
PRIVATESHOPSEARCH_ITEMTYPE	Gegenstände
PRIVATESHOPSEARCH_JOB	Klasse
PRIVATESHOPSEARCH_LEVEL	Level
PRIVATESHOPSEARCH_PRICE	Preis
PRIVATESHOPSEARCH_REFINE	Gegenstandsstufe
PRIVATESHOPSEARCH_SEARCH	Suchen
PRIVATESHOPSEARCH_SEARCH_BAR	Suchen
PRIVATESHOPSEARCH_SELECT	Auswählen
PRIVATESHOPSEARCH_SELLER	Verkäufer
PRIVATE_SHOP_CLOSE_BUTTON	Laden schließen
PRIVATE_SHOP_NAME	Name des Ladens
PRIVATE_SHOP_TITLE	Privaten Laden einrichten
QUEST_UI_TEXT_COLLECTION	Biologenaufträge
QUEST_UI_TEXT_DAILY	Tägliche Quest
QUEST_UI_TEXT_EVENT	Eventmissionen
QUEST_UI_TEXT_LEVELUP	Jagdauftrag
QUEST_UI_TEXT_MAIN	Hauptquests
QUEST_UI_TEXT_SCROLL	Missionsbücherquests
QUEST_UI_TEXT_SUB	Nebenquests
QUEST_UI_TEXT_SYSTEM	Spielmissionen
REFINE_COST	Verbesserungskosten: 0 Yang
REFINE_ELEMENT_CHANGE_COST_TITLE	Kosten
REFINE_ELEMENT_CHANGE_DARK	Dunkelheit
REFINE_ELEMENT_CHANGE_EARTH	Erde
REFINE_ELEMENT_CHANGE_ELECT	Blitz
REFINE_ELEMENT_CHANGE_FIRE	Feuer
REFINE_ELEMENT_CHANGE_ICE	Eis
REFINE_ELEMENT_CHANGE_TITLE	Element ändern
REFINE_ELEMENT_CHANGE_WIND	Wind
REFINE_ELEMENT_DOWNGRADE_TITLE	Herabstufung
REFINE_ELEMENT_UPGRADE_TITLE	Verbesserung
REFINE_INFO	Wahrscheinlichkeit auf erfolgreiche Verbesserung: 100%
REFINE_MONEY	Veredelungsgebühr
REFINE_SELECT	Veredelung
REFINE_TTILE	Verbesserungen
REPORT_VIOLENT_WHISPER	Petzen
RESTART_GIVEUP	Aufgeben
RESTART_HERE	Hier neu starten
RESTART_IMMEDIATE	Reinkarnation
RESTART_TOWN	In der Stadt neu starten
ROULETTE_SPECIAL_TITLE	Belohnungen (%s)
ROULETTE_SPIN_TEXT1	DREHEN
ROULETTE_SPIN_TEXT2	50 Seelen
ROULETTE_SPIN_TEXT3	250.000 Yang
ROULETTE_TITLE	Belohnungen
SAFE_CHANGE_PASSWORD	Passwort ändern
SAFE_TITLE	Lager
SELECT_ATTR_CHANGED	Neu
SELECT_ATTR_CURRENT	Alt
SELECT_ATTR_SELECT	Auswählen
SELECT_ATTR_TITLE	Gegenstand verzaubern+
SELECT_ATT_GRADE	STR
SELECT_CREATE	Erstellen
SELECT_DELETE	Löschen
SELECT_DEX_GRADE	DEX
SELECT_EMPIRE_NAME	Name des Reiches
SELECT_EXIT	Beenden
SELECT_HP	VIT
SELECT_LEVEL	Level
SELECT_METIN_STONE_TITLE	Geiststein wählen
SELECT_NAME	Name
SELECT_NO_GUILD	Keine Gilde
SELECT_PLAYTIME	Spielzeit
SELECT_SELECT	Start
SELECT_SP	INT
SELECT_TITLE	Titel auswählen
SHOP_BUY	Kaufen
SHOP_SELL	Verkaufen
SHOP_TITLE	Laden
SKILL_SUPPORT_TITLE	Standardfertigkeiten
STEP	Reinheitsgrad
STEP_SELECT	Reinheitsgrad
STRENGTH	Verstärken
STRENGTH_SELECT	Stufe
STRUCTURE_VIEW_MODE	Dekoration
STRUCTURE_VIEW_TYPE_STRUCTURE	Verbergen
SYSTEMOPTION_TITLE	Systemoptionen
SYSTEM_CHANGE	Charakter wechseln
SYSTEM_EXIT	Spiel beenden
SYSTEM_HELP	Hilfe
SYSTEM_LOGOUT	Ausloggen
SYSTEM_MALL	Item-Shop
SYSTEM_MOVE_CHANNEL	Channel wechseln
SYSTEM_OPTION	Systemoptionen
TASKBAR_CHARACTER	Charakter [C/V/B/N]
TASKBAR_CHAT	Chat-Fenster [Enter]
TASKBAR_DISABLE	Deaktiviert
TASKBAR_DRAGON_SOUL	Drachensteinalchemie [O]
TASKBAR_EXPAND	Fenster vergrößern
TASKBAR_INVENTORY	Inventar [I]
TASKBAR_MESSENGER	Freunde [Alt+M]
TASKBAR_MONEY_EXPAND	Vermögen
TASKBAR_NEXT_QUICKSLOT	Nächstes Schnellzugriffsfeld [Umschalt+Zahl, Alt]
TASKBAR_PET_INFO	Pet Info
TASKBAR_PREV_QUICKSLOT	Vorheriges Schnellzugriffsfeld [Umschalt+Zahl]
TASKBAR_SYSTEM	Optionen[ESC]
TOTAL_RANKING	Gesamtrangliste
WARP_MI_LABEL	Zum angegriffenen Schrein
WEEKLY_RANKING	Wöchentliche Rangliste
WHISPER_BAN	Abblocken
WHISPER_NAME	Zuflüstern
WHISPER_REPORT	report
WHISPER_SEND	Senden
YES	Ja
ZONE_MAP	Übersichtskarte
PET_MISSING_1	Fähigkeit
PET_MISSING_2	TP
PET_MISSING_3	Stark gegen Monster
PET_MISSING_4	Durchschnittsschaden[PVM]
PET_MISSING_5	Level
PET_MISSING_6	Experience
PET_MISSING_7	Alter
PET_MISSING_8	Pet System
HIDE_2_OPTION	Effekte ausblenden
HIDE_2_OPTION0	Shining Rüstung
HIDE_2_OPTION1	Shining Waffe 
HIDE_2_OPTION2	Buff
HIDE_2_OPTION3	Rüstung
HIDE_OPTION	Ausblenden
HIDE_OPTION0	Reittier
HIDE_OPTION1	Haustier
HIDE_OPTION2	Support S.
HIDE_OPTION3	Shop
HIDE_OPTION4	Name Shop.
HIDE_OPTION5	Flaggen
TIME_TYPE	Time AM/PM
ENVIRONMENT_MODE	Himmel
ENVIRONMENT_MODE0	Tag
ENVIRONMENT_MODE1	Nacht
ENVIRONMENT_MODE2	Special 1
ENVIRONMENT_MODE3	Special 2
ENVIRONMENT_MODE4	Special 3
ENVIRONMENT_MODE5	Special 4
ENVIRONMENT_MODE6	Special 5
OPTION_AUTO_PICKUP	Pickup
OPTION_AUTO_PICKUP_ON	Automatisch
OPTION_AUTO_PICKUP_OFF	manuell
OPTION_NAMES_TYPE_NAME	Type Name
OPTION_NAMES_TYPE_NAME_0	Teilweise
OPTION_NAMES_TYPE_NAME_1	Voll
MASK_HP_DEFAULT	HP: 12.000.000 / 12.000.000
EXTRA_INVENTORY_TITLE	Erweitertes Inventar
FISHING_RENEWAL_TITLE	Angeln
BIOLOG_WND_CHANGE	Ändern
BIOLOG_WND_TITLE_CHOOSE	Bonus ändern
BIOLOG_WND_CHOOSE_1	Wähle die Quest:
BIOLOG_WND_CHOOSE_2	Wählen Sie den Bonus:
BIOLOG_WND_TITLE	Die Forschung des Biologen
BIOLOG_WND_REWARD	Belohnung
BIOLOG_WND_REWARD_BUTTON	Belohnung
UICHAR_LV	Lv.
UICHAR_EXP	EXP
UICHAR_NEXTEXP	Notwendig EXP
UICHAR_STATUS	Charakter Status
UICHAR_CHARACTERISTICS	Characteristics
UICHAR_STATUS_VALUE	[%d]
UICHAR_STATUS_VIT	VIT
UICHAR_STATUS_INT	INT
UICHAR_STATUS_STR	STR
UICHAR_STATUS_DEX	DEX
UICHAR_STATUS_HP	TP
UICHAR_STATUS_SP	SP
