TELEPORT_PANEL_TITLE	teletransportador
HELP_MOVE_KEY	Painel: W, S, A, D e/ou as setas para mover a personagem.
HELP_OFF_QUESTSCROLL	Mostra/Esconde pergaminhos de missão com <CTRL> + Q.
HELP_OPEN_CHARACTER	Abrir Janela de Carácter: C
HELP_OPEN_CHAT	Abrir Janela de Chat: Enter
HELP_OPEN_INVENTORY	Abrir Janela de Inventário: I
HELP_OPEN_LOG	Abrir Janela de Mensagens Antigas: L
HELP_OPEN_MINIMAP	Abrir Mini Mapa: Shift + M
HELP_OPEN_QUEST	Abrir Janela de Tarefas: N
HELP_OPEN_SKILL	Abrir Janela de Habilidades: V
HELP_OPEN_WHISPER	Abrir Janela de Mensagens Privadas: Shift + Enter
HELP_OPEN_ZONEMAP	Abrir Mapa Grande: M
HELP_PICK_ITEM	Recolher Items: Teclas Z ou \ ou Botão Esquerdo do Rato.
HELP_QUICKSLOT	Campos de Acesso Rápido
HELP_SCREEN_CAPTURE	Gravar Print - Tecla 'Print Screen' para tirares uma Print. (Esta será gravada na pasta do Metin2)
HELP_SERVER	Mostra o servidor e o canal.
HELP_SHOW_ALL_NAME	Mostrar Nomes: Alt
HELP_SKILL	Aqui podes usar uma habilidade com o botão direito do rato.
HELP_SP	Mana (MN)
HELP_SYSTEM_BUTTON	Botão de Sistema
INVENTORY_PAGE_BUTTON_TOOLTIP_1	1. Inventário
INVENTORY_PAGE_BUTTON_TOOLTIP_2	2. Inventário
INVENTORY_PAGE_BUTTON_TOOLTIP_3	3º Inventário
INVENTORY_PAGE_BUTTON_TOOLTIP_4	4º Inventário
INVENTORY_TITLE	Inventário
ITEM_MALL	Item Shop
KEYCHANGE_ACTION_WINDOW	Acções
KEYCHANGE_ATTACK	Atacar
KEYCHANGE_AUTORUN	Auto-Correr
KEYCHANGE_AUTO_WINDOW	Auto-Caça
KEYCHANGE_BASEACTION	Teclas Padrão
KEYCHANGE_CAM_DOWN1	Câmara (Baixo)
KEYCHANGE_CAM_DOWN2	Câmara (Baixo)
KEYCHANGE_CAM_LEFT1	Câmara (Esquerda)
KEYCHANGE_CAM_LEFT2	Câmara (Esquerda)
KEYCHANGE_CAM_RIGHT1	Câmara (Direita)
KEYCHANGE_CAM_RIGHT2	Câmara (Direita)
KEYCHANGE_CAM_UP1	Câmara (Cima)
KEYCHANGE_CAM_UP2	Câmara (Cima)
KEYCHANGE_CAM_ZOOM_IN1	Câmara (+ Zoom)
KEYCHANGE_CAM_ZOOM_IN2	Câmara (+ Zoom)
KEYCHANGE_CAM_ZOOM_OUT1	Câmara (- Zoom)
KEYCHANGE_CAM_ZOOM_OUT2	Câmara (- Zoom)
KEYCHANGE_CANCLE	Cancelar
KEYCHANGE_CHAT_WINDOW	Registo do Chat
KEYCHANGE_CLEAR	Padrão
KEYCHANGE_DDS_WINDOW	DSS
KEYCHANGE_DOWN1	Trás
KEYCHANGE_DOWN2	Trás
KEYCHANGE_DSS1	PD [Céu]
KEYCHANGE_DSS2	PD [Terra]
KEYCHANGE_EMOTION1	Emoção (Triste)
KEYCHANGE_EMOTION2	Emoção (Yang)
KEYCHANGE_EMOTION3	Emoção (Música)
KEYCHANGE_EMOTION4	Emoção (Coração)
KEYCHANGE_EMOTION5	Emoção (Corações)
KEYCHANGE_EMOTION6	Emoção (Bomba)
KEYCHANGE_EMOTION7	Emoção (Ideia)
KEYCHANGE_EMOTION8	Emoção (Tempestade)
KEYCHANGE_EMOTION9	Emoção (Desculpa)
KEYCHANGE_GUILD_WINDOW	Guild
KEYCHANGE_HELP_WINDOW	Ajuda
KEYCHANGE_IMPOSSIBLE_CHANGE	[CTRL], [ALT] e [SHIFT] não são permitidos aqui!
KEYCHANGE_INGAMEEVENT	EVENTO
KEYCHANGE_INTERFACE	Janela
KEYCHANGE_INVENTORY_WINDOW	Inventário
KEYCHANGE_KEY_SETTING	Definições do Teclado
KEYCHANGE_LEFT1	Esquerda
KEYCHANGE_LEFT2	Esquerda
KEYCHANGE_MESSENGER_WINDOW	Amigos
KEYCHANGE_MINIMAP_MINER	Mini-Mapa (-)
KEYCHANGE_MINIMAP_PLUS	Mini-Mapa (+)
KEYCHANGE_MINIMAP_WINDOW	Mapa Grande
KEYCHANGE_MONSTER_CARD_WINDOW	Carta de Monstro
KEYCHANGE_NEXT_TARGET	Próximo Alvo
KEYCHANGE_PARTY_MATCH_WINDOW	Procura de Grupo
KEYCHANGE_PET_WINDOW	Pet
KEYCHANGE_QUEST_SCROLL_ONOFF	Ícones Missão
KEYCHANGE_QUEST_WINDOW	Missões
KEYCHANGE_QUICKSLOT1	Nível 1
KEYCHANGE_QUICKSLOT2	Nível 2
KEYCHANGE_QUICKSLOT3	Nível 3
KEYCHANGE_QUICKSLOT4	Nível 4
KEYCHANGE_RIDE	Montar
KEYCHANGE_RIDE_BYE	Dispensar Cavalo
KEYCHANGE_RIDE_HORSE	Montar
KEYCHANGE_RIDE_PEED	Alimentar Cavalo
KEYCHANGE_RIGHT1	Direita
KEYCHANGE_RIGHT2	Direita
KEYCHANGE_ROOT1	Apanhar
KEYCHANGE_ROOT2	Apanhar
KEYCHANGE_SAVE	Gravar
KEYCHANGE_SCREENSHOT	Screenshot
KEYCHANGE_SHOW_NAME	Mostrar Nomes
KEYCHANGE_SKILL_WINDOW	Habilidades
KEYCHANGE_SLOT1	Slot 1
KEYCHANGE_SLOT2	Slot 2
KEYCHANGE_SLOT3	Slot 3
KEYCHANGE_SLOT4	Slot 4
KEYCHANGE_SLOT5	Slot 5
KEYCHANGE_SLOT6	Slot 6
KEYCHANGE_SLOT7	Slot 7
KEYCHANGE_SLOT8	Slot 8
KEYCHANGE_SLOT_KET	Acessos Rápidos
KEYCHANGE_STATUS_WINDOW	Personagem
KEYCHANGE_UP1	Frente
KEYCHANGE_UP2	Frente
LANGUAGE_AE	Árabe
LANGUAGE_CZ	Checo
LANGUAGE_DE	Alemão
LANGUAGE_DK	Dinamarquês
LANGUAGE_EN	Inglês
LANGUAGE_ES	Espanhol
LANGUAGE_FR	Francês
LANGUAGE_GR	Grego
LANGUAGE_HU	Húngaro
LANGUAGE_IT	Italiano
LANGUAGE_NL	Holandês
LANGUAGE_PL	Polaco
LANGUAGE_PT	Português
LANGUAGE_RO	Romeno
LANGUAGE_RU	Russo
LANGUAGE_TR	Turco
LOAD_ERROR	O Ficheiro está com erros. Por favor instala de novo. Carrega agora no 'ESC'.
LOGIN_CONNECT	Entrar
LOGIN_CONNECTING	Estás a conectar-te ao Servidor
LOGIN_DEFAULT_SERVERADDR	Nome do servidor, Canal 1
LOGIN_EXIT	Sair
LOGIN_ID	Jogador
LOGIN_PASSWORD	Palavra-Passe
LOGIN_REGION_TITLE	Escolhe um lugar para emitir o recibo.
LOGIN_SELECT_BUTTON	Mudar
LOGIN_SELECT_EXIT	Sair
LOGIN_SELECT_OK	Entrar
LOGIN_SELECT_TITLE	Escolhe o Servidor
LUCKY_BOX_NOTICE_YANG	Taxa de Yang para nova fortuna de item
LUCKY_BOX_RECV_BUTTON	Aceitar Item
LUCKY_BOX_RECV_NAME	Conteúdos:
LUCKY_BOX_RETRY_BUTTON	Nova Fortuna de Item
LUCKY_BOX_TITLE_NAME	Cofre da Fortuna
MAILBOX_POST_ALL_DELETE_BUTTON	Apagar Tudo
MAILBOX_POST_ALL_RECEIVE	Receber Tudo
MAILBOX_POST_READ_BLOCK	Bloquear
MAILBOX_POST_READ_DELETE	Apagar
MAILBOX_POST_READ_FROM	De
MAILBOX_POST_READ_MAIN_TITLE	Mensagem
MAILBOX_POST_READ_RECV	Receber
MAILBOX_POST_READ_TITLE	Assunto
MAILBOX_POST_SEND_TITLE	Mensagem
MAILBOX_POST_WRITE_BUTTON_TEXT	Enviar
MAILBOX_POST_WRITE_CLOSE_TEXT	Fechar
MAILBOX_POST_WRITE_CONFIRM_TEXT	Confirmar Destinatário
MAILBOX_POST_WRITE_SEND_TEXT	Enviar
MAILBOX_POST_WRITE_TITLE	Assunto
MAILBOX_POST_WRITE_TO	Para
MAILBOX_TITLE	Mensagens Recebidas
MALL_PASSWORD_TITLE	Palavra-passe
MALL_TITLE	Armazém de Artigos
MARKET_TITLE	Carregar
MARKLIST_REFRESH	Actualizar
MARKLIST_TITLE	Registar uma assinatura da Guild
MC_EXCHANGE_BUTTON	Trocar
MC_MISSION_INIT_BUTTON	Reiniciar Nível de Missão
MC_MOTION_BUTTON	Movimento
MC_POLY_BUTTON	Transformar
MC_PROMOTION_BUTTON	Promover
MC_REQUEST_MISSION_BUTTON	Aceitar Missão
MC_REWARD_CARD_BUTTON	Coleccionar Carta de Monstro
MC_SHUFFLE_BUTTON	Baralhar Cartas de Missão
MC_SUMMON_BUTTON	Invocar
MC_TAB_BUTTON_CARD_MISSION	Carta de Missão
MC_TAB_BUTTON_PARTY	Colecção de Masmorras
MC_TAB_BUTTON_SOLO	Colecção de Mundo
MC_WARP_BUTTON	Teleportar
MESSAGE	Isto é uma Mensagem
MESSENGER_ADD_FRIEND	Adicionar amigo
MESSENGER_BLOCK_FRIEND	Bloquear
MESSENGER_DELETE_FRIEND	Apagar
MESSENGER_MOBILE	Enviar Mensagem
MESSENGER_OPEN_GUILD	Área da Guild
MESSENGER_TITLE	Amigos
MESSENGER_USE_GUILD_MOVE_SKILL	Usar Habilidade de Movimento da Guild
MESSENGER_WHISPER	Segredar
MINIGAME_FISH_EVENT_USE_COUNT	Quantidade:
MINIMIZE	Minimizar [ESC]
MINI_BOSS_DUNGEON_DESC_BTN	Regras do Evento
MINI_BOSS_DUNGEON_TITLE_NAME	Nome
MINI_BOSS_DUNGEON_TITLE_NUM	Posição
MINI_BOSS_DUNGEON_TITLE_POINT	Pontos de Apocalipse
MINI_BOSS_DUNGEON_TOOTIP_01	Vista Geral da Masmorra
MINI_BOSS_DUNGEON_TOOTIP_02	Apocalipse para Níveis 40-80
MINI_BOSS_DUNGEON_TOOTIP_03	Apocalipse para Níveis 81+
MINI_BOSS_DUNGEON_TOOTIP_04	Entrar
MINI_BOSS_DUNGEON_TOOTIP_05	Tempo Restante
MINI_BOSS_DUNGEON_TOOTIP_06	Meus Pontos de Apocalipse
MINI_BOSS_DUNGEON_TOOTIP_07	Apocalipses Restantes
MINI_BOSS_DUNGEON_TOOTIP_08	Minha Recompensa
MINI_BOSS_TITLE	Apocalipse do Zodíaco
MINI_GAME_BLACK_AND_WHITE_DONATE	Doar
MINI_GAME_BLACK_AND_WHITE_GAME_TITLE	Duelo dos Videntes
MINI_GAME_BLACK_AND_WHITE_RANK_BUTTON	Classificações
MINI_GAME_BLACK_AND_WHITE_REWARD_TRADE	Prémios
MINI_GAME_BLACK_AND_WHITE_START_BUTTON	Iniciar
MINI_GAME_BLACK_AND_WHITE_WAITTING_TITLE	Duelo dos Videntes
MINI_GAME_CATCHKING_CHALLENGE	Aposta
MINI_GAME_CATCHKING_HELP_TEXT	Regras
MINI_GAME_CATCHKING_HIGH_SCORE	Pontuação Máxima
MINI_GAME_CATCHKING_MYNUMBER	Minha Carta
MINI_GAME_CATCHKING_POPUP_CONFIRM	Mostrar/Esconder Pop-up
MINI_GAME_CATCHKING_RETRY	Jogar de Novo
MINI_GAME_CATCHKING_REWARD	A Tua Recompensa
MINI_GAME_CATCHKING_SCORE	Pontos
MINI_GAME_CATCHKING_SELECTION_NUMBER	Carta Revelada
MINI_GAME_CATCHKING_START_TEXT	Iniciar
MINI_GAME_CATCHKING_TITLE	Apanha o Rei
MINI_GAME_FISH_HELP_TEXT	Ajuda
MINI_GAME_FISH_START_TEXT	Iniciar
MINI_GAME_FISH_TITLE	Puzzle de Pesca
MINI_GAME_RUMI_DISCARD_TEXT	Modo Seguro
MINI_GAME_RUMI_EXIT	Terminar
MINI_GAME_RUMI_LBUTTON_DESC	Clica com o botão esquerdo para adicionares uma carta
MINI_GAME_RUMI_RBUTTON_DESC	Clica com o botão direito para descartares uma carta
MINI_GAME_RUMI_SCORE	Pontuação
MINI_GAME_RUMI_START_TEXT	Iniciar
MINI_GAME_RUMI_TITLE	Jogo de Cartas Okey do Metin2
MINI_GAME_YUTNORI_COM_TEXT	Computador
MINI_GAME_YUTNORI_PLAYER_TEXT	Jogador
MINI_GAME_YUTNORI_PROBABILITY	Probabilidade
MINI_GAME_YUTNORI_PROB_DESC	Selecciona uma pontuação de Yut para aumentares a probabilidade dela te sair.
MINI_GAME_YUTNORI_REMAIN_COUNT	Jogadas
MINI_GAME_YUTNORI_REWARD_TEXT	Recompensa
MINI_GAME_YUTNORI_SCORE	Pontuação
MINI_GAME_YUTNORI_START_TEXT	Iniciar
MINI_GAME_YUTNORI_THROW	Lançar
MINI_GAME_YUTNORI_TITLE	Yut Nori
MINI_GAME_YUTNORI_YUTSEM1	Do
MINI_GAME_YUTNORI_YUTSEM2	Gae
MINI_GAME_YUTNORI_YUTSEM3	Geol
MINI_GAME_YUTNORI_YUTSEM4	Yut
MINI_GAME_YUTNORI_YUTSEM5	Mo
MINI_GAME_YUTNORI_YUTSEM6	Back Do
MISTS_ISLAND_EMPIRE_NAME	Nome do Reino
MISTS_ISLAND_EMPIRE_SCORE	Pontuação do Reino
MISTS_ISLAND_END_TIME	Hora de Fim
MISTS_ISLAND_EXIT	Abandonar
MISTS_ISLAND_INFO_TEXT	Info de Estatuto/Estado
MISTS_ISLAND_RANK	Posição
MISTS_ISLAND_SCORE	Pontuação
MISTS_ISLAND_TITLE_RANK	Info de Estatuto/Estado
MISTS_ISLAND_TITLE_SCORE	Vista Geral
MOUSEBUTTON_ATTACK	Atacar
MOUSEBUTTON_AUTO_ATTACK	Atacar Automaticamente
MOUSEBUTTON_CAMERA	Camera
MOUSEBUTTON_SKILL	Habilidades
MUSICLIST_TITLE	Escolhas de Música
MYSHOP_DECO_CANCEL	Fechar
MYSHOP_DECO_DEFAULT	Padrão
MYSHOP_DECO_NEXT	Seguinte
MYSHOP_DECO_OK	Confirmar
MYSHOP_DECO_PREV	Voltar
MYSHOP_DECO_SELECT_MODEL	Escolhe a aparência da tua loja.
MYSHOP_DECO_SELECT_TITLE	Escolhe a aparência do teu nome.
NO	Não
OK	OK
OPPOSITES	Recusar
OPTION_ALWAYS_SHOW_NAME	Nome
OPTION_ALWAYS_SHOW_NAME_OFF	Desligado
OPTION_ALWAYS_SHOW_NAME_ON	Ligado
OPTION_BLOCK	Bloquear
OPTION_BLOCK_EXCHANGE	Trocas
OPTION_BLOCK_FRIEND	Amigo
OPTION_BLOCK_GUILD	Guild
OPTION_BLOCK_PARTY	Grupo
OPTION_BLOCK_PARTY_REQUEST	Pedidos
OPTION_BLOCK_WHISPER	Segredos
OPTION_CAMERA_DISTANCE	Visão
OPTION_CAMERA_DISTANCE_LONG	De longe
OPTION_CAMERA_DISTANCE_SHORT	De perto
OPTION_DELETE_MOBILE_BUTTON	Apagar Contacto
OPTION_EFFECT	Mostrar Dano
OPTION_ENV_EFFECT	Ambiente
OPTION_ENV_EFFECT_OFF	Off
OPTION_ENV_EFFECT_ON	On
OPTION_FOG	Nevoeiro
OPTION_FOG_DENSE	Denso
OPTION_FOG_LIGHT	Leve
OPTION_FOG_MIDDLE	Médio
OPTION_FOG_OFF	Off
OPTION_FOG_ON	On
OPTION_INPUT_MOBILE_BUTTON	Introduzir o Contacto
OPTION_KEY_SETTING	Teclado
OPTION_LANGUAGE_CHANGE	Aplicar
OPTION_LANGUAGE_SELECT	Idioma
OPTION_MOBILE	Telemóvel
OPTION_MOB_INFO	Info monstro
OPTION_MOB_INFO_AGGR	Agressivo
OPTION_MOB_INFO_LEVEL	Nível
OPTION_MUSIC	Música
OPTION_MUSIC_CHANGE	Alterar
OPTION_MUSIC_DEFAULT_THEMA	Música Standard do Metin2
OPTION_NAME_COLOR	Mostrar Cor
OPTION_NAME_COLOR_EMPIRE	Cor do Reino
OPTION_NAME_COLOR_NORMAL	Normal
OPTION_NIGHT_MODE	Noite
OPTION_NIGHT_MODE_OFF	Off
OPTION_NIGHT_MODE_ON	On
OPTION_PVPMODE	Modo PvP
OPTION_PVPMODE_FREE	Livre
OPTION_PVPMODE_FREE_TOOLTIP	Poderás atacar todos os jogadores
OPTION_PVPMODE_GUILD	Guild
OPTION_PVPMODE_GUILD_TOOLTIP	Podes atacar todos os jogadores menos os da tua Guild.
OPTION_PVPMODE_PEACE	Paz
OPTION_PVPMODE_PEACE_TOOLTIP	Não podes atacar jogadores do teu reino.
OPTION_PVPMODE_REVENGE	Hostil
OPTION_PVPMODE_REVENGE_TOOLTIP	Só poderás atacar aqueles que tenham mau Karma igualmente.
OPTION_SETTING	Abrir
OPTION_SNOW_MODE	Queda de Neve
OPTION_SNOW_MODE_OFF	Off
OPTION_SNOW_MODE_ON	On
OPTION_SNOW_TEXTURE_MODE	Neve
OPTION_SNOW_TEXTURE_MODE_OFF	Off
OPTION_SNOW_TEXTURE_MODE_ON	On
OPTION_SOUND	Som
OPTION_TARGET_BOARD	Menu do Alvo
OPTION_TARGET_BOARD_NO_VIEW	Fechar
OPTION_TARGET_BOARD_VIEW	Mostrar
OPTION_TITLE	Opções
OPTION_VIEW_CHAT	Linha de Chat
OPTION_VIEW_CHAT_OFF	Esconder
OPTION_VIEW_CHAT_ON	Mostrar
PARTY_MATCH_TEXT_DUNGEON_NAME	Masmorra
PARTY_MATCH_TEXT_DUNGEON_SELECT	Seleccionar Masmorra
PARTY_MATCH_TEXT_ENTREE_LEVEL	Nível: %d
PARTY_MATCH_TEXT_LEVEL_LIMIT	Nível Requerido
PARTY_MATCH_TEXT_REQUEST_MATCH	Procurar
PARTY_MATCH_TEXT_REQUEST_MATCH_CANCEL	Cancelar
PARTY_MATCH_TEXT_REQUIRED_ITEMS	Item Requerido
PARTY_MEMBER_INFO_NAME	Nome do grupo
PASSWORD_DESC_1	Escreve a tua password
PASSWORD_DESC_2	para abrir o armazém.
PASSWORD_DESC_3	Já alteraste a tua palavra-passe?
PASSWORD_DESC_4	Caso não o faças, a tua palavra-passe será "000000".
PASSWORD_DESC_5	Altera a tua palavra-passe no Armazém.
PASSWORD_TITLE	Gravar Palavra-passe
PET_AGE_TEXT	Idade do Pet
PET_ATTR_CHANGE_ITEM_TEXT	Feitiço para Pets
PET_ATTR_CHANGE_TITLE	Alterar Tipo de Pet
PET_ATTR_CONFIRMATION	Alterar
PET_ATTR_DETERMINE_TITLE	Novo Tipo de Pet
PET_ATTR_OK	Fechar
PET_CHANGE_TEXT	Pet
PET_FEED_TITLE	Alimentar
PET_FFED_BUTTON_TEXT	Alimentar
PET_HATCHING_BUTTON	Eclodir
PET_HATCHING_NIK	Nome do Pet
PET_HATCHING_WINDOW_TITLE	Incubadora
PET_INFORMATION_ABILITIES	Bónus
PET_INFORMATION_AGE	Idade
PET_INFORMATION_COSTUME_BONUS	Bónus de disfarce
PET_INFORMATION_DEFENCE	Defesa
PET_INFORMATION_EVOL_BUTTON	Evoluir
PET_INFORMATION_EXP	Experiência
PET_INFORMATION_EXP_BUTTON	EXP de Item
PET_INFORMATION_HP	VD
PET_INFORMATION_LEVEL	Nível
PET_INFORMATION_LIFE	Duração
PET_INFORMATION_LIFETIME_BUTTON	Alimentar
PET_INFORMATION_LIFE_TIME	Horas
PET_INFORMATION_SKILL	Habilidade
PET_INFORMATION_SP	MN
PET_INFORMATION_TITLE	Pet
PET_NAME_CHANGE_BUTTON	Alterar
PET_NAME_CHANGE_WINDOW_TITLE	Alterar Nome
PET_REVIVE_BUTTON	Ressuscitar
PET_REVIVE_CANCEL_BUTTON	Cancelar
PET_REVIVE_MATERIAL_TITLE	Material
PET_REVIVE_REUSLT_TEXT	Resultado
PET_REVIVE_TARGET	Pet a ser ressuscitado
PET_REVIVE_TITLE	Ressuscitar pet
PICK_MONEY_TITLE	Dividir
PRIVATESHOPSEARCH_BUY	Comprar
PRIVATESHOPSEARCH_COUNT	Quantidade
PRIVATESHOPSEARCH_ITEMNAME	Nome
PRIVATESHOPSEARCH_ITEMTYPE	Itens
PRIVATESHOPSEARCH_JOB	Classe
PRIVATESHOPSEARCH_LEVEL	Nível
PRIVATESHOPSEARCH_PRICE	Preço
PRIVATESHOPSEARCH_REFINE	Nível do Item
PRIVATESHOPSEARCH_SEARCH	Pesquisar
PRIVATESHOPSEARCH_SEARCH_BAR	Pesquisa
PRIVATESHOPSEARCH_SELECT	Seleccionar
PRIVATESHOPSEARCH_SELLER	Vendedor
PRIVATE_SHOP_CLOSE_BUTTON	Fechar Loja
PRIVATE_SHOP_NAME	Nome da Loja
PRIVATE_SHOP_TITLE	Abrir uma Loja Privada
QUEST_UI_TEXT_COLLECTION	Missões do Biólogo
QUEST_UI_TEXT_DAILY	Missão Diária
QUEST_UI_TEXT_EVENT	Missões de Evento
QUEST_UI_TEXT_LEVELUP	Missão de Caça
QUEST_UI_TEXT_MAIN	Missões Principais
QUEST_UI_TEXT_SCROLL	Missões de Livro
QUEST_UI_TEXT_SUB	Missões Secundárias
QUEST_UI_TEXT_SYSTEM	Missões de Jogo
REFINE_COST	Custo Para Melhorar: 0 Yang
REFINE_ELEMENT_CHANGE_COST_TITLE	Custo
REFINE_ELEMENT_CHANGE_DARK	Trevas
REFINE_ELEMENT_CHANGE_EARTH	Terra
REFINE_ELEMENT_CHANGE_ELECT	Raios
REFINE_ELEMENT_CHANGE_FIRE	Fogo
REFINE_ELEMENT_CHANGE_ICE	Gelo
REFINE_ELEMENT_CHANGE_TITLE	Mudar elemento
REFINE_ELEMENT_CHANGE_WIND	Vento
REFINE_ELEMENT_DOWNGRADE_TITLE	Remover melhoramento
REFINE_ELEMENT_UPGRADE_TITLE	Melhorar
REFINE_INFO	Possibilidade de Melhoramento: 100%
REFINE_MONEY	Taxa de Refinamento
REFINE_SELECT	Refinamento
REFINE_TTILE	Melhoramentos
REPORT_VIOLENT_WHISPER	
RESTART_GIVEUP	Desistir
RESTART_HERE	Recomeçar Aqui
RESTART_IMMEDIATE	Reencarnação
RESTART_TOWN	Recomeçar na Cidade
ROULETTE_SPECIAL_TITLE	Recompensas (%s)
ROULETTE_SPIN_TEXT1	RODAR
ROULETTE_SPIN_TEXT2	50 Almas
ROULETTE_SPIN_TEXT3	250.000 Yang
ROULETTE_TITLE	Recompensas
SAFE_CHANGE_PASSWORD	Mudar Palavra-passe
SAFE_TITLE	Armazém
SELECT_ATTR_CHANGED	Novos
SELECT_ATTR_CURRENT	Actuais
SELECT_ATTR_SELECT	Escolher
SELECT_ATTR_TITLE	Feitiço para Itens+
SELECT_ATT_GRADE	FRÇ
SELECT_CREATE	Criar
SELECT_DELETE	Apagar
SELECT_DEX_GRADE	DES
SELECT_EMPIRE_NAME	Nome do Reino
SELECT_EXIT	Fechar
SELECT_HP	Vd
SELECT_LEVEL	Nível
SELECT_METIN_STONE_TITLE	Seleccionar Pedra Espírita
SELECT_NAME	Nome
SELECT_NO_GUILD	Sem Guild
SELECT_PLAYTIME	Tempo de jogo
SELECT_SELECT	Começar
SELECT_SP	Mn
SELECT_TITLE	Escolher Título
SHOP_BUY	Comprar
SHOP_SELL	Vender
SHOP_TITLE	Loja
SKILL_SUPPORT_TITLE	Habilidades Standard
STEP	Grau de Clareza
STEP_SELECT	Grau de Clareza
STRENGTH	Fortalecer
STRENGTH_SELECT	Nível
STRUCTURE_VIEW_MODE	Decoração
STRUCTURE_VIEW_TYPE_STRUCTURE	Esconder
SYSTEMOPTION_TITLE	Opções do Sistema
SYSTEM_CHANGE	Alterar Personagem
SYSTEM_EXIT	Sair do Jogo
SYSTEM_HELP	Ajuda
SYSTEM_LOGOUT	Sair da Conta
SYSTEM_MALL	Loja de Itens
SYSTEM_MOVE_CHANNEL	Mudar de Canal
SYSTEM_OPTION	Opções do Sistema
TASKBAR_CHARACTER	Personagem [C/V/B/N]
TASKBAR_CHAT	Janela de Chat [Enter]
TASKBAR_DISABLE	Desactivada
TASKBAR_DRAGON_SOUL	Alquimia de Pedra do Dragão [O]
TASKBAR_EXPAND	Expandir Janela
TASKBAR_INVENTORY	Inventário [I]
TASKBAR_MESSENGER	Amigos [Alt+M]
TASKBAR_MONEY_EXPAND	Dinheiro
TASKBAR_NEXT_QUICKSLOT	Próximo Campo de Acesso Rápido [Shift+Número, Alt]
TASKBAR_PET_INFO	Info do Pet
TASKBAR_PREV_QUICKSLOT	Pré-visualizar Campo de Acesso Rápido [Shift+Número]
TASKBAR_SYSTEM	Opções[ESC]
TOTAL_RANKING	Classificações Gerais
WARP_MI_LABEL	Para o santuário atacado
WEEKLY_RANKING	Classificações Semanais
WHISPER_BAN	Bloquear
WHISPER_NAME	Segredar
WHISPER_REPORT	
WHISPER_SEND	Enviar
YES	Sim
ZONE_MAP	Mapa Grande
PET_MISSING_1	Habilidade
PET_MISSING_2	HP
PET_MISSING_3	Forte vs Monstros
PET_MISSING_4	Dano Médio[PVM]
PET_MISSING_5	Level
PET_MISSING_6	Experiência
PET_MISSING_7	Idade
PET_MISSING_8	Sistema Pet
HIDE_2_OPTION	Ocultar Efeito
HIDE_2_OPTION0	Armadura Rara
HIDE_2_OPTION1	Arma Rara
HIDE_2_OPTION2	Buff
HIDE_2_OPTION3	Habilidade
HIDE_OPTION	Ocultar
HIDE_OPTION0	Cavalgar
HIDE_OPTION1	Pet
HIDE_OPTION2	Suporte B.
HIDE_OPTION3	Lojas
HIDE_OPTION4	Título Loja
HIDE_OPTION5	Bandeira
TIME_TYPE	Horário AM/PM
ENVIRONMENT_MODE	Céu
ENVIRONMENT_MODE0	Dia
ENVIRONMENT_MODE1	Noite
ENVIRONMENT_MODE2	Especial 1
ENVIRONMENT_MODE3	Especial 2
ENVIRONMENT_MODE4	Especial 3
ENVIRONMENT_MODE5	Especial 4
ENVIRONMENT_MODE6	Especial 5
OPTION_AUTO_PICKUP	Recolher
OPTION_AUTO_PICKUP_ON	Auto
OPTION_AUTO_PICKUP_OFF	Manual
OPTION_NAMES_TYPE_NAME	Tipo Nome
OPTION_NAMES_TYPE_NAME_0	Parcial
OPTION_NAMES_TYPE_NAME_1	Inteiro
MASK_HP_DEFAULT	HP: 12.000.000 / 12.000.000
EXTRA_INVENTORY_TITLE	Inventário Extra
FISHING_RENEWAL_TITLE	Pesca
BIOLOG_WND_CHANGE	Alterar
BIOLOG_WND_TITLE_CHOOSE	Alterar Bônus
BIOLOG_WND_CHOOSE_1	Escolha a Missão:
BIOLOG_WND_CHOOSE_2	Escolha o Bônus:
BIOLOG_WND_TITLE	Missão Biólogo
BIOLOG_WND_REWARD	Recompensa
BIOLOG_WND_REWARD_BUTTON	Prêmio
UICHAR_LV	Lv.
UICHAR_EXP	EXP
UICHAR_NEXTEXP	EXP necessário
UICHAR_STATUS	Status Personagem
UICHAR_CHARACTERISTICS	Características
UICHAR_STATUS_VALUE	[%d]
UICHAR_STATUS_VIT	VIT
UICHAR_STATUS_INT	INT
UICHAR_STATUS_STR	STR
UICHAR_STATUS_DEX	DEX
UICHAR_STATUS_HP	HP
UICHAR_STATUS_SP	SP
UICHAR_STATUS_ATT	Ataque
UICHAR_STATUS_DEF	Defesa
UICHAR_CHARACTERISTICS_1a	Velocidade
UICHAR_CHARACTERISTICS_1b	Movimento
UICHAR_CHARACTERISTICS_2a	Velocidade
UICHAR_CHARACTERISTICS_2b	Ataque
UICHAR_CHARACTERISTICS_3a	Velocidade
UICHAR_CHARACTERISTICS_3b	Mágico
UICHAR_CHARACTERISTICS_4a	Ataque
UICHAR_CHARACTERISTICS_4b	Mágico
UICHAR_CHARACTERISTICS_5a	Defesa
UICHAR_CHARACTERISTICS_5b	Magia
UICHAR_CHARACTERISTICS_6a	Valor
UICHAR_CHARACTERISTICS_6b	Evasão
BATTLEPASS_MISSIONNAME	Nome missão
BATTLEPASS_STATUS	Status
BATTLEPASS_INFORMATIONS	Informação
